EV	EV Book	Game	Player	Prop	O/U	FD	DK	ESPN	MGM	Kambi	PN	CZ	BV
-16.2	320 CZ	ucla @ lsu	Ethan Garbers	attd	o  	'+285	'+310	'+300/-475	300	-	-	320	-
-16.6	500 MGM	georgia tech @ louisville	Jamari Johnson	attd	o  	'+470	'+390	-	500	-	-	-	-
-16.9	550 DK	arkansas @ auburn	Jarquez Hunter	ftd	o  	'+500	'+550	'+475/-800	-	-	-	-	-
-17.0	390 ESPN	vanderbilt @ missouri	Brett Norfleet	attd	o  	-	'+340	'+390/-700	-	-	-	380	-
-17.0	600 DK	utah @ oklahoma state	Micah Bernard	ftd	o  	'+480	'+600	'+500/-900	500	-	-	-	-
-17.0	320 FD	ucla @ lsu	J Michael Sturdivant	attd	o  	'+320	'+225	'+315/-500	310	-	-	-	-
-17.0	450 ESPN	arizona state @ texas tech	Tahj Brooks	ftd	o  	-	'+400	'+450/-750	-	-	-	-	-
-17.1	550 ESPN	vanderbilt @ missouri	Aj Newberry	attd	o  	-	'+475	'+550/-1100	-	-	-	450	-
-17.1	320 MGM	ucla @ lsu	Kyren Lacy	2+td	o  	'+310	-	-	320	-	-	-	-
-17.3	440 ESPN	usc @ michigan	Miller Moss	attd	o  	'+430	'+350	'+440/-800	400	-	-	400	-
-17.5	880 FD	tennessee @ oklahoma	Kaleb Webb	attd	o  	'+880	'+400	-	850	-	-	-	-
-17.7	700 ESPN	utah @ oklahoma state	Mycah Pittman	attd	o  	'+680	'+425	'+700/-1700	425	-	-	650	-
-17.8	550 DK	usc @ michigan	Woody Marks	ftd	o  	'+480	'+550	-	450	-	-	-	-
-18.0	350 DK	usc @ michigan	Jakobi Lane	attd	o  	'+300	'+350	'+335/-550	290	-	-	320	-
-18.2	1000 FD	georgia tech @ louisville	Keyjuan Brown	ftd	o  	'+1000	'+550	-	800	-	-	-	-
-18.5	440 FD	utah @ oklahoma state	Josh Ford	attd	o  	'+440	'+400	-	-	-	-	400	-
-18.9	500 ESPN	arizona state @ texas tech	Drae Mccray	attd	o  	'+400	-	'+500/-1000	-	-	-	480	-
-19.2	600 MGM	utah @ oklahoma state	Dezhaun Stribling	team_ftd	o  	'+500	-	-	600	-	-	-	-
-19.2	450 FD	ucla @ lsu	Moliki Matavao	attd	o  	'+450	'+340	'+390/-700	425	-	-	450	-
-19.2	600 FD	michigan state @ boston college	Thomas Castellanos	ftd	o  	'+600	'+500	-	500	-	-	-	-
-19.2	600 FD	michigan state @ boston college	Kye Robichaux	team_ftd	o  	'+600	-	-	500	-	-	-	-
-19.2	340 FD	california @ florida state	Jaydn Ott	team_ftd	o  	'+340	-	-	333	-	-	-	-
-19.4	800 FD	tennessee @ oklahoma	Chris Brazzell	team_ftd	o  	'+800	-	-	600	-	-	-	-
-19.4	800 FD	miami florida @ south florida	Abdur Rahmaan Yaseen	team_ftd	o  	'+800	-	-	600	-	-	-	-
-19.4	800 FD	georgia tech @ louisville	Jackson Hawes	attd	o  	'+800	'+500	-	700	-	-	-	-
-19.5	375 MGM	usc @ michigan	Kyle Ford	attd	o  	'+360	'+360	-	375	-	-	-	-
-19.5	1300 FD	arkansas @ auburn	Andrew Armstrong	ftd	o  	'+1300	'+1000	'+900/-2000	-	-	-	-	-
-19.6	320 MGM	usc @ michigan	Kalel Mullings	team_ftd	o  	'+320	-	-	320	-	-	-	-
-19.6	3500 DK	ucla @ lsu	Keegan Jones	ftd	o  	'+3000	'+3500	'+1800/-5000	3300	-	-	-	-
-19.7	600 FD	arkansas @ auburn	Jaquinden Jackson	ftd	o  	'+600	'+600	'+500/-900	-	-	-	-	-
-19.8	390 FD	georgia tech @ louisville	Avery Boyd	attd	o  	'+390	'+370	-	375	-	-	-	-
-20.0	390 DK	vanderbilt @ missouri	Nate Noel	ftd	o  	-	'+390	'+380/-600	-	-	-	-	-
-20.0	415 FD	iowa @ minnesota	Jacob Gill	attd	o  	'+415	'+390	-	-	-	-	-	-
-21.2	700 ESPN	utah @ oklahoma state	Sesi Vailahi	attd	o  	'+600	'+425	'+700/-1700	575	-	-	650	-
-21.4	350 MGM	usc @ michigan	Alex Orji	team_ftd	o  	'+350	-	-	350	-	-	-	-
-21.6	1800 MGM	usc @ michigan	Marlin Klein	team_ftd	o  	'+900	-	-	1800	-	-	-	-
-21.6	1800 FD	georgia tech @ louisville	Jamari Johnson	team_ftd	o  	'+1800	-	-	900	-	-	-	-
-21.8	375 MGM	miami florida @ south florida	Xavier Restrepo	team_ftd	o  	'+370	-	-	375	-	-	-	-
-22.3	400 FD	iowa @ minnesota	Kaleb Johnson	ftd	o  	'+400	'+390	-	-	-	-	-	-
-22.3	400 MGM	georgia tech @ louisville	Jamal Haynes	2+td	o  	'+390	-	-	400	-	-	-	-
-22.4	4000 MGM	ucla @ lsu	Moliki Matavao	ftd	o  	'+4000	'+3000	'+2000/-6000	4000	-	-	-	-
-23.0	410 FD	tennessee @ oklahoma	Deion Burks	team_ftd	o  	'+410	-	-	400	-	-	-	-
-23.1	500 MGM	michigan state @ boston college	Nate Carter	team_ftd	o  	'+460	-	-	500	-	-	-	-
-23.2	1000 MGM	michigan state @ boston college	Jack Velling	team_ftd	o  	'+700	-	-	1000	-	-	-	-
-23.6	450 MGM	michigan state @ boston college	Lewis Bond	team_ftd	o  	'+430	-	-	450	-	-	-	-
-23.7	700 ESPN	miami ohio @ notre dame	Cooper Flanagan	attd	o  	-	'+500	'+700/-1700	-	-	-	650	-
-23.9	750 FD	tennessee @ oklahoma	Squirrel White	team_ftd	o  	'+750	-	-	600	-	-	-	-
-24.0	480 FD	utah @ oklahoma state	Ollie Gordon	ftd	o  	'+480	'+450	'+475/-800	425	-	-	-	-
-24.0	550 FD	ucla @ lsu	Kyren Lacy	ftd	o  	'+550	'+550	'+500/-900	500	-	-	-	-
-24.1	625 MGM	tennessee @ oklahoma	Ethan Davis	attd	o  	'+600	'+475	-	625	-	-	-	-
-24.5	450 FD	miami ohio @ notre dame	Riley Leonard	ftd	o  	'+450	'+425	'+450/-750	-	-	-	-	-
-24.5	2300 FD	arkansas @ auburn	Robert Lewis	ftd	o  	'+2300	'+1200	'+1500/-4000	-	-	-	-	-
-24.8	850 ESPN	miami ohio @ notre dame	Eli Raridon	attd	o  	-	'+550	'+850/-2500	-	-	-	750	-
-24.9	1100 DK	utah @ oklahoma state	Dezhaun Stribling	ftd	o  	'+1000	'+1100	'+800/-1800	950	-	-	-	-
-25.0	550 FD	usc @ michigan	Zachariah Branch	team_ftd	o  	'+550	-	-	500	-	-	-	-
-25.0	550 FD	california @ florida state	Dj Uiagalelei	team_ftd	o  	'+550	-	-	500	-	-	-	-
-25.1	500 MGM	usc @ michigan	Woody Marks	2+td	o  	'+470	-	-	500	-	-	-	-
-25.1	500 MGM	miami florida @ south florida	Nayquan Wright	team_ftd	o  	'+470	-	-	500	-	-	-	-
-25.1	2900 FD	arkansas @ auburn	Isaiah Sategna	ftd	o  	'+2900	'+1600	'+1800/-5000	-	-	-	-	-
-25.3	550 CZ	usc @ michigan	Duce Robinson	attd	o  	'+320	'+310	'+550/-1100	290	-	-	550	-
-25.3	450 FD	georgia tech @ louisville	Anthony Carrie	attd	o  	'+450	'+450	-	425	-	-	-	-
-25.4	430 FD	iowa @ minnesota	Darius Taylor	ftd	o  	'+430	'+425	-	-	-	-	-	-
-25.6	450 MGM	michigan state @ boston college	Treshaun Ward	team_ftd	o  	'+440	-	-	450	-	-	-	-
-26.1	500 FD	michigan state @ boston college	Thomas Castellanos	2+td	o  	'+500	-	-	475	-	-	-	-
-26.1	1100 FD	miami florida @ south florida	Michael Brown Stephens	team_ftd	o  	'+1100	-	-	750	-	-	-	-
-26.1	1100 FD	georgia tech @ louisville	Chase Lane	team_ftd	o  	'+1100	-	-	750	-	-	-	-
-26.3	1200 FD	georgia tech @ louisville	Tyler Shough	ftd	o  	'+1200	'+1000	'+900/-2000	1100	-	-	-	-
-27.0	750 ESPN	california @ florida state	Roydell Williams	ftd	o  	'+600	'+650	'+750/-1600	600	-	-	-	-
-27.2	500 CZ	miami ohio @ notre dame	Mitchell Evans	attd	o  	'+390	'+230	'+500/-1000	-	-	-	500	-
-27.3	630 FD	tennessee @ oklahoma	Jake Roberts	attd	o  	'+630	'+550	-	625	-	-	500	-
-27.5	1400 DK	vanderbilt @ missouri	Sedrick Alexander	ftd	o  	-	'+1400	'+1000/-2500	-	-	-	-	-
-27.5	1400 DK	arizona state @ texas tech	Jordyn Tyson	ftd	o  	-	'+1400	'+1000/-2500	-	-	-	-	-
-28.3	700 ESPN	vanderbilt @ missouri	Marcus Carroll	ftd	o  	-	'+600	'+700/-1400	-	-	-	-	-
-28.3	700 FD	usc @ michigan	Donovan Edwards	2+td	o  	'+700	-	-	600	-	-	-	-
-28.3	700 MGM	ucla @ lsu	Mason Taylor	team_ftd	o  	'+600	-	-	700	-	-	-	-
-28.3	700 MGM	tennessee @ oklahoma	Jackson Arnold	team_ftd	o  	'+600	-	-	700	-	-	-	-
-28.3	700 FD	georgia tech @ louisville	Eric Singleton	team_ftd	o  	'+700	-	-	600	-	-	-	-
-28.6	480 FD	miami florida @ south florida	Mark Fletcher	2+td	o  	'+480	-	-	475	-	-	-	-
-28.8	1400 DK	ucla @ lsu	Cj Daniels	ftd	o  	'+1200	'+1400	'+1000/-2500	1000	-	-	-	-
-28.8	1400 FD	tennessee @ oklahoma	Brenen Thompson	team_ftd	o  	'+1400	-	-	850	-	-	-	-
-28.8	480 CZ	arizona state @ texas tech	Jordan Brown	attd	o  	'+400	-	'+480/-900	-	-	-	480	-
-28.9	600 FD	utah @ oklahoma state	Brennan Presley	2+td	o  	'+600	-	-	550	-	-	-	-
-28.9	600 FD	ucla @ lsu	Caden Durham	ftd	o  	'+600	'+550	-	550	-	-	-	-
-28.9	600 MGM	tennessee @ oklahoma	Nico Iamaleava	team_ftd	o  	'+550	-	-	600	-	-	-	-
-28.9	600 FD	miami florida @ south florida	Xavier Restrepo	ftd	o  	'+600	-	-	550	-	-	-	-
-28.9	600 MGM	california @ florida state	Roydell Williams	2+td	o  	'+550	-	-	600	-	-	-	-
-29.4	850 ESPN	utah @ oklahoma state	Tyler Foster	attd	o  	-	'+550	'+850/-2500	-	-	-	800	-
-29.6	1700 FD	utah @ oklahoma state	Dorian Singer	ftd	o  	'+1700	'+1400	'+1100/-3000	1500	-	-	-	-
-29.6	1200 DK	ucla @ lsu	Tj Harden	ftd	o  	'+750	'+1200	-	850	-	-	-	-
-29.7	3000 MGM	ucla @ lsu	Ethan Garbers	ftd	o  	'+3000	'+2800	'+1800/-5000	3000	-	-	-	-
-29.7	2200 DK	arizona state @ texas tech	Chamon Metayer	ftd	o  	-	'+2200	'+1500/-4000	-	-	-	-	-
-30.1	900 FD	ucla @ lsu	Cj Daniels	team_ftd	o  	'+900	-	-	700	-	-	-	-
-30.3	850 DK	georgia tech @ louisville	Jamal Haynes	ftd	o  	'+700	'+850	'+750/-1600	650	-	-	-	-
-30.9	1700 MGM	georgia tech @ louisville	Malik Rutherford	ftd	o  	'+1600	'+1600	'+1100/-3000	1700	-	-	-	-
-31.0	1100 DK	ucla @ lsu	Aaron Anderson	ftd	o  	'+1000	'+1100	'+900/-2000	-	-	-	-	-
-31.9	1100 FD	georgia tech @ louisville	Haynes King	ftd	o  	'+1100	'+1100	'+900/-2000	1000	-	-	-	-
-32.7	750 ESPN	miami ohio @ notre dame	Jadarian Price	ftd	o  	'+600	'+700	'+750/-1600	-	-	-	-	-
-32.7	750 FD	georgia tech @ louisville	Tyler Shough	team_ftd	o  	'+750	-	-	650	-	-	-	-
-32.7	750 FD	georgia tech @ louisville	Keyjuan Brown	2+td	o  	'+750	-	-	650	-	-	-	-
-32.7	750 FD	georgia tech @ louisville	Chris Bell	team_ftd	o  	'+750	-	-	650	-	-	-	-
-32.8	650 FD	utah @ oklahoma state	Money Parks	team_ftd	o  	'+650	-	-	600	-	-	-	-
-32.8	650 MGM	ucla @ lsu	Mason Taylor	2+td	o  	'+600	-	-	650	-	-	-	-
-32.8	650 FD	tennessee @ oklahoma	Deion Burks	2+td	o  	'+650	-	-	600	-	-	-	-
-33.3	600 FD	miami florida @ south florida	Payten Singletary	attd	o  	'+600	-	-	575	-	-	-	-
-33.3	2100 FD	georgia tech @ louisville	Jackson Hawes	team_ftd	o  	'+2100	-	-	1000	-	-	-	-
-33.5	900 ESPN	utah @ oklahoma state	Talyn Shettron	attd	o  	'+680	'+700	'+900/-3000	650	-	-	850	-
-33.6	850 MGM	utah @ oklahoma state	Mike Mitchell	team_ftd	o  	'+700	-	-	850	-	-	-	-
-34.0	550 MGM	tennessee @ oklahoma	Nico Iamaleava	2+td	o  	'+550	-	-	550	-	-	-	-
-34.0	550 MGM	miami florida @ south florida	Jacolby George	2+td	o  	'+550	-	-	550	-	-	-	-
-34.0	550 MGM	miami florida @ south florida	Byrum Brown	2+td	o  	'+550	-	-	550	-	-	-	-
-34.1	1500 DK	vanderbilt @ missouri	Diego Pavia	ftd	o  	-	'+1500	'+1100/-3000	-	-	-	-	-
-34.5	3200 FD	ucla @ lsu	J Michael Sturdivant	ftd	o  	'+3200	'+2800	'+2000/-6000	2500	-	-	-	-
-34.7	1000 DK	georgia tech @ louisville	Jacorey Brooks	ftd	o  	'+900	'+1000	'+900/-2000	750	-	-	-	-
-35.0	1100 FD	tennessee @ oklahoma	Donte Thornton	team_ftd	o  	'+1100	-	-	800	-	-	-	-
-35.0	1100 DK	miami ohio @ notre dame	Jack Coldiron	attd	o  	'+800	'+1100	-	-	-	-	-	-
-35.0	1100 FD	miami florida @ south florida	Samuel Brown	team_ftd	o  	'+1100	-	-	800	-	-	-	-
-35.0	1100 DK	california @ florida state	Jaivian Thomas	ftd	o  	'+800	'+1100	-	800	-	-	-	-
-35.8	1000 DK	vanderbilt @ missouri	Theo Wease	ftd	o  	-	'+1000	'+900/-2000	-	-	-	-	-
-35.8	1000 DK	arizona state @ texas tech	Josh Kelly	ftd	o  	-	'+1000	'+900/-2000	-	-	-	-	-
-36.0	700 CZ	arizona state @ texas tech	Jake Smith	attd	o  	-	'+230	'+700/-1700	-	-	-	700	-
-36.1	1500 FD	utah @ oklahoma state	Money Parks	ftd	o  	'+1500	'+1200	'+1100/-3000	1400	-	-	-	-
-36.7	700 FD	usc @ michigan	Kyron Hudson	team_ftd	o  	'+700	-	-	650	-	-	-	-
-36.7	700 ESPN	miami ohio @ notre dame	Kk Smith	attd	o  	-	-	'+700/-1700	-	-	-	650	-
-36.7	700 MGM	california @ florida state	Jaydn Ott	2+td	o  	'+650	-	-	700	-	-	-	-
-37.1	800 DK	michigan state @ boston college	Treshaun Ward	ftd	o  	'+750	'+800	-	650	-	-	-	-
-37.3	600 MGM	miami florida @ south florida	Cam Ward	2+td	o  	'+600	-	-	600	-	-	-	-
-37.3	600 MGM	georgia tech @ louisville	Malik Rutherford	team_ftd	o  	'+600	-	-	600	-	-	-	-
-37.4	1400 FD	miami ohio @ notre dame	Kris Mitchell	ftd	o  	'+1400	'+1000	'+1100/-3000	-	-	-	-	-
-37.8	790 FD	iowa @ minnesota	Max Brosmer	attd	o  	'+790	'+700	-	-	-	-	-	-
-38.3	1200 FD	california @ florida state	Jonathan Brady	team_ftd	o  	'+1200	-	-	850	-	-	-	-
-38.3	1200 FD	arkansas @ auburn	Cam Coleman	ftd	o  	'+1200	'+850	-	-	-	-	-	-
-38.4	900 FD	usc @ michigan	Duce Robinson	team_ftd	o  	'+900	-	-	750	-	-	-	-
-39.8	1900 DK	california @ florida state	Fernando Mendoza	ftd	o  	'+1700	'+1900	'+1500/-4000	1600	-	-	-	-
-40.3	900 DK	ucla @ lsu	Mason Taylor	ftd	o  	'+800	'+900	'+900/-2000	800	-	-	-	-
-40.4	1000 DK	tennessee @ oklahoma	Jovantae Barnes	ftd	o  	'+750	'+1000	-	850	-	-	-	-
-40.4	1000 FD	tennessee @ oklahoma	Bru Mccoy	team_ftd	o  	'+1000	-	-	800	-	-	-	-
-40.6	750 ESPN	vanderbilt @ missouri	Cole Spence	attd	o  	-	'+700	'+750/-2000	-	-	-	700	-
-40.6	750 MGM	georgia tech @ louisville	Haynes King	2+td	o  	'+700	-	-	750	-	-	-	-
-40.6	750 FD	california @ florida state	Lawrance Toafili	ftd	o  	'+750	'+700	-	-	-	-	-	-
-40.7	650 MGM	miami florida @ south florida	Jacolby George	team_ftd	o  	'+650	-	-	650	-	-	-	-
-40.7	650 MGM	georgia tech @ louisville	Jacorey Brooks	2+td	o  	'+650	-	-	650	-	-	-	-
-40.9	800 FD	usc @ michigan	Kalel Mullings	ftd	o  	'+800	'+700	-	750	-	-	-	-
-40.9	800 FD	michigan state @ boston college	Lewis Bond	ftd	o  	'+800	'+700	-	750	-	-	-	-
-40.9	800 DK	california @ florida state	Jaydn Ott	ftd	o  	'+750	'+800	-	700	-	-	-	-
-41.5	850 FD	usc @ michigan	Lake Mcree	team_ftd	o  	'+850	-	-	750	-	-	-	-
-41.5	850 DK	usc @ michigan	Donovan Edwards	ftd	o  	'+800	'+850	-	700	-	-	-	-
-41.5	850 FD	california @ florida state	Jakhi Douglas	team_ftd	o  	'+850	-	-	750	-	-	-	-
-41.8	1300 FD	california @ florida state	Malik Benson	ftd	o  	'+1300	'+1100	'+1100/-3000	1000	-	-	-	-
-42.2	1300 FD	iowa @ minnesota	Marcus Major	ftd	o  	'+1300	'+900	-	-	-	-	-	-
-42.3	1300 FD	arkansas @ auburn	Damari Alston	ftd	o  	'+1300	'+1100	'+1100/-3000	-	-	-	-	-
-42.3	1300 DK	arizona state @ texas tech	Coy Eakin	ftd	o  	-	'+1300	'+1100/-3000	-	-	-	-	-
-42.4	1800 FD	georgia tech @ louisville	Christian Leary	team_ftd	o  	'+1800	-	-	1000	-	-	-	-
-43.1	700 DK	utah @ oklahoma state	Luca Caldarella	attd	o  	-	'+700	'+700/-1700	-	-	-	650	-
-43.1	1100 MGM	georgia tech @ louisville	Jimmy Calloway	team_ftd	o  	'+850	-	-	1100	-	-	-	-
-43.3	1200 FD	miami ohio @ notre dame	Beaux Collins	ftd	o  	'+1200	'+700	'+1100/-3000	-	-	-	-	-
-43.4	2200 DK	vanderbilt @ missouri	Eli Stowers	ftd	o  	-	'+2200	'+1800/-5000	-	-	-	-	-
-43.4	2200 DK	vanderbilt @ missouri	Brett Norfleet	ftd	o  	-	'+2200	'+1800/-5000	-	-	-	-	-
-43.7	1200 DK	utah @ oklahoma state	Rashod Owens	ftd	o  	-	'+1200	'+1100/-3000	750	-	-	-	-
-44.0	2600 FD	iowa @ minnesota	Kaleb Brown	ftd	o  	'+2600	'+1100	-	-	-	-	-	-
-44.1	700 MGM	usc @ michigan	Kalel Mullings	2+td	o  	'+700	-	-	700	-	-	-	-
-44.5	800 FD	usc @ michigan	Jakobi Lane	team_ftd	o  	'+800	-	-	750	-	-	-	-
-44.5	800 MGM	ucla @ lsu	Kaleb Jackson	2+td	o  	'+750	-	-	800	-	-	-	-
-44.5	800 FD	michigan state @ boston college	Treshaun Ward	2+td	o  	'+800	-	-	750	-	-	-	-
-45.0	1060 FD	usc @ michigan	Kendrick Bell	attd	o  	'+1060	'+950	-	750	-	-	-	-
-45.5	1000 FD	ucla @ lsu	Kaleb Jackson	ftd	o  	'+1000	'+850	'+1000/-2500	900	-	-	-	-
-45.5	1400 DK	arkansas @ auburn	Keandre Lambert Smith	ftd	o  	'+1000	'+1400	'+1300/-3500	-	-	-	-	-
-45.8	900 FD	miami florida @ south florida	Cam Ward	team_ftd	o  	'+900	-	-	800	-	-	-	-
-45.8	900 FD	georgia tech @ louisville	Jadon Thompson	team_ftd	o  	'+900	-	-	800	-	-	-	-
-46.0	1200 FD	utah @ oklahoma state	Brant Kuithe	ftd	o  	'+1200	'+1000	'+1100/-3000	1100	-	-	-	-
-47.3	1400 DK	vanderbilt @ missouri	Mookie Cooper	ftd	o  	-	'+1400	'+1300/-3500	-	-	-	-	-
-47.3	1200 MGM	georgia tech @ louisville	Chris Bell	ftd	o  	'+1200	'+1200	'+1100/-3000	1200	-	-	-	-
-47.3	1400 DK	arizona state @ texas tech	Jalin Conyers	ftd	o  	-	'+1400	'+1300/-3500	-	-	-	-	-
-47.6	750 MGM	michigan state @ boston college	Lewis Bond	2+td	o  	'+750	-	-	750	-	-	-	-
-47.7	1600 DK	georgia tech @ louisville	Jadon Thompson	ftd	o  	'+1500	'+1600	'+1500/-4000	1400	-	-	-	-
-47.8	1000 FD	usc @ michigan	Quinten Joyner	team_ftd	o  	'+1000	-	-	850	-	-	-	-
-47.8	1000 FD	usc @ michigan	Alex Orji	ftd	o  	'+1000	'+800	-	900	-	-	-	-
-47.8	1000 MGM	california @ florida state	Mavin Anderson	team_ftd	o  	'+850	-	-	1000	-	-	-	-
-48.3	2000 DK	vanderbilt @ missouri	Junior Sherrill	ftd	o  	-	'+2000	'+1800/-5000	-	-	-	-	-
-48.4	5500 DK	vanderbilt @ missouri	Cole Spence	ftd	o  	-	'+5500	'+2800/-15000	-	-	-	-	-
-48.5	850 MGM	utah @ oklahoma state	Dorian Singer	team_ftd	o  	'+800	-	-	850	-	-	-	-
-48.5	850 FD	miami florida @ south florida	Mark Fletcher	ftd	o  	'+850	-	-	800	-	-	-	-
-48.5	850 FD	miami florida @ south florida	Isaiah Horton	team_ftd	o  	'+850	-	-	800	-	-	-	-
-49.2	3000 FD	arkansas @ auburn	Rodney Hill	ftd	o  	'+3000	'+2000	'+2200/-8000	-	-	-	-	-
-50.2	950 FD	miami florida @ south florida	Jacolby George	ftd	o  	'+950	-	-	850	-	-	-	-
-50.2	950 FD	california @ florida state	Fernando Mendoza	team_ftd	o  	'+950	-	-	850	-	-	-	-
-50.2	1500 DK	arkansas @ auburn	Rivaldo Fairweather	ftd	o  	'+1300	'+1500	'+1500/-4000	-	-	-	-	-
-51.2	800 MGM	utah @ oklahoma state	Luka Caldarella	attd	o  	'+800	-	-	800	-	-	-	-
-51.2	800 MGM	usc @ michigan	Alex Orji	2+td	o  	'+800	-	-	800	-	-	-	-
-51.2	800 MGM	miami florida @ south florida	Sean Atkins	2+td	o  	'+800	-	-	800	-	-	-	-
-51.2	800 MGM	miami florida @ south florida	Isaiah Horton	2+td	o  	'+800	-	-	800	-	-	-	-
-51.5	1500 FD	tennessee @ oklahoma	Gavin Sawchuk	2+td	o  	'+1500	-	-	1000	-	-	-	-
-51.5	1500 DK	iowa @ minnesota	Kamari Moulton	ftd	o  	'+1000	'+1500	-	-	-	-	-	-
-52.5	900 FD	miami florida @ south florida	Nayquan Wright	2+td	o  	'+900	-	-	850	-	-	-	-
-52.7	3500 DK	vanderbilt @ missouri	Aj Newberry	ftd	o  	-	'+3500	'+2500/-10000	-	-	-	-	-
-52.7	900 CZ	arizona state @ texas tech	Markeston Douglas	attd	o  	-	'+475	'+900/-3000	-	-	-	900	-
-54.4	2100 FD	iowa @ minnesota	Reece Vander Zee	ftd	o  	'+2100	'+1100	-	-	-	-	-	-
-54.5	1400 MGM	tennessee @ oklahoma	Bauer Sharp	team_ftd	o  	'+1000	-	-	1400	-	-	-	-
-54.5	1400 MGM	michigan state @ boston college	Nate Carter	2+td	o  	'+1000	-	-	1400	-	-	-	-
-54.6	1000 ESPN	vanderbilt @ missouri	Brady Cook	ftd	o  	-	'+900	'+1000/-2500	-	-	-	-	-
-54.6	1000 FD	utah @ oklahoma state	Trent Howland	attd	o  	'+1000	'+900	-	900	-	-	-	-
-54.6	1000 FD	michigan state @ boston college	Kye Robichaux	ftd	o  	'+1000	'+1000	-	800	-	-	-	-
-55.9	3600 FD	georgia tech @ louisville	Chase Lane	2+td	o  	'+3600	-	-	1200	-	-	-	-
-56.6	950 FD	michigan state @ boston college	Kye Robichaux	2+td	o  	'+950	-	-	900	-	-	-	-
-56.6	950 FD	miami florida @ south florida	Byrum Brown	ftd	o  	'+950	-	-	900	-	-	-	-
-57.3	1100 DK	tennessee @ oklahoma	Nico Iamaleava	ftd	o  	'+1000	'+1100	-	900	-	-	-	-
-57.3	1100 FD	michigan state @ boston college	Montorie Foster	ftd	o  	'+1100	'+900	-	1000	-	-	-	-
-57.5	1300 MGM	utah @ oklahoma state	Cameron Rising	2+td	o  	'+1000	-	-	1300	-	-	-	-
-57.8	1000 FD	usc @ michigan	Zachariah Branch	ftd	o  	'+1000	'+1000	-	850	-	-	-	-
-57.8	1000 FD	tennessee @ oklahoma	Deion Burks	ftd	o  	'+1000	'+950	-	900	-	-	-	-
-57.9	2500 DK	miami ohio @ notre dame	Cooper Flanagan	ftd	o  	-	'+2500	'+2200/-8000	-	-	-	-	-
-58.6	4500 FD	utah @ oklahoma state	Sesi Vailahi	ftd	o  	'+4500	'+2500	'+2800/-15000	4000	-	-	-	-
-58.7	900 MGM	utah @ oklahoma state	Dezhaun Stribling	2+td	o  	'+900	-	-	900	-	-	-	-
-58.7	900 MGM	tennessee @ oklahoma	Desean Bishop	team_ftd	o  	'+900	-	-	900	-	-	-	-
-60.5	1100 DK	michigan state @ boston college	Nate Carter	ftd	o  	'+1000	'+1100	-	950	-	-	-	-
-60.6	1200 FD	miami florida @ south florida	Elijah Arroyo	team_ftd	o  	'+1200	-	-	1000	-	-	-	-
-60.8	1000 FD	utah @ oklahoma state	Brant Kuithe	2+td	o  	'+1000	-	-	950	-	-	-	-
-61.1	2700 FD	miami ohio @ notre dame	Jayden Thomas	ftd	o  	'+2700	'+1500	'+2500/-10000	-	-	-	-	-
-61.3	4200 FD	utah @ oklahoma state	Mycah Pittman	ftd	o  	'+4200	'+2500	'+2800/-15000	4000	-	-	-	-
-61.9	2800 DK	arizona state @ texas tech	Mason Tharp	ftd	o  	-	'+2800	'+2500/-10000	-	-	-	-	-
-62.2	4000 DK	utah @ oklahoma state	Luca Caldarella	ftd	o  	-	'+4000	'+2800/-15000	-	-	-	-	-
-62.7	1700 FD	tennessee @ oklahoma	Holden Staes	team_ftd	o  	'+1700	-	-	1100	-	-	-	-
-63.6	1100 DK	ucla @ lsu	Chris Hilton	ftd	o  	'+1000	'+1100	-	-	-	-	-	-
-63.6	1100 FD	tennessee @ oklahoma	Jackson Arnold	2+td	o  	'+1100	-	-	1000	-	-	-	-
-63.6	1100 FD	tennessee @ oklahoma	Desean Bishop	2+td	o  	'+1100	-	-	1000	-	-	-	-
-63.6	1100 FD	michigan state @ boston college	Montorie Foster	2+td	o  	'+1100	-	-	1000	-	-	-	-
-63.6	1100 MGM	michigan state @ boston college	Kamari Morales	team_ftd	o  	'+1000	-	-	1100	-	-	-	-
-63.6	1100 MGM	georgia tech @ louisville	Mark Redman	team_ftd	o  	'+1000	-	-	1100	-	-	-	-
-64.4	1300 ESPN	california @ florida state	Dj Uiagalelei	ftd	o  	'+1000	'+1200	'+1300/-3500	950	-	-	-	-
-66.6	1000 MGM	usc @ michigan	Kyle Ford	team_ftd	o  	'+1000	-	-	1000	-	-	-	-
-66.6	1000 MGM	california @ florida state	Trond Grizzell	team_ftd	o  	'+1000	-	-	1000	-	-	-	-
-66.6	1000 MGM	california @ florida state	Kyle Morlock	team_ftd	o  	'+1000	-	-	1000	-	-	-	-
-66.6	1000 MGM	california @ florida state	Jalen Brown	team_ftd	o  	'+1000	-	-	1000	-	-	-	-
-66.6	1000 MGM	california @ florida state	Jaivian Thomas	2+td	o  	'+1000	-	-	1000	-	-	-	-
-67.0	1200 DK	usc @ michigan	Kyron Hudson	ftd	o  	'+1100	'+1200	-	1000	-	-	-	-
-71.0	1300 FD	miami florida @ south florida	Isaiah Horton	ftd	o  	'+1300	-	-	1100	-	-	-	-
-71.0	1300 FD	miami florida @ south florida	Cam Ward	ftd	o  	'+1300	-	-	1100	-	-	-	-
