Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Tyreek Hill	1395.9	1375.5	1375.5	1375.5	1375.5	1375.5	1350.5	-	-
Ceedee Lamb	1343.2	1350.5	1300.5	1300.5	1325.5	1325.5	1300.5	-	-
Justin Jefferson	1315.3	1275.5	1300.5	1275.5	1300.5	1300.5	1300.5	-	-
Aj Brown	1274.3	1250.5	1225.5	1275.5	1250.5	1275.5	1300.5	-	-
Jamarr Chase	1273.0	1250.5	1250.5	1275.5	1250.5	1250.5	1275.5	-	-
Amon Ra St Brown	1265.3	1250.5	1250.5	1225.5	1275.5	1250.5	1250.5	-	-
Puka Nacua	1175.6	1150.5	-	1100.5	1150.5	-	-	-	-
Garrett Wilson	1137.9	1125.5	1125.5	1150.5	1150.5	1125.5	1100.5	-	-
Chris Olave	1086.9	1025.5	1050.5	1075.5	1075.5	1100.5	1075.5	-	-
Mike Evans	1057.1	1050.5	1025.5	1025.5	1050.5	1075.5	1050.5	-	-
Marvin Harrison	1052.4	1000.5	1050.5	1025.5	1075.5	1000.5	1050.5	-	-
Davante Adams	1049.1	1000.5	1000.5	1050.5	1100.5	1050.5	1000.5	-	-
Brandon Aiyuk	1031.1	-	1000.5	-	975.5	-	-	-	-
Devonta Smith	1028.0	1050.5	975.5	1000.5	1050.5	1000.5	1025.5	-	-
Nico Collins	1025.3	1050.5	975.5	1000.5	1000.5	1000.5	1000.5	-	-
Jaylen Waddle	1024.0	1000.5	1000.5	1000.5	1025.5	1000.5	1025.5	-	-
Drake London	1023.1	1000.5	1025.5	1000.5	1000.5	1000.5	1000.5	-	-
Dk Metcalf	1003.2	1000.5	950.5	1000.5	950.5	1025.5	1025.5	-	-
Michael Pittman	998.5	950.5	975.5	1000.5	975.5	-	1025.5	-	-
Dj Moore	997.2	950.5	950.5	974.5	1050.5	975.5	1025.5	-	-
Amari Cooper	986.9	950.5	925.5	-	975.5	-	-	-	-
George Pickens	986.3	1000.5	925.5	875.5	1025.5	-	1000.5	-	-
Cooper Kupp	958.4	950.5	950.5	950.5	925.5	900.5	975.5	-	-
Deebo Samuel Sr	925.9	-	-	-	-	-	-	-	-
