Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Jaheim Bell	172.0	-	-	-	-	-	-	-	-
Adam Trautman	167.0	-	-	-	-	-	-	-	-
Austin Hooper	163.5	-	-	-	-	-	-	-	-
Jeremy Ruckert	161.4	-	-	-	-	-	-	-	-
Mo Alie Cox	155.5	-	-	-	-	-	-	-	-
Josh Oliver	149.7	-	-	-	-	-	-	-	-
Brock Wright	149.5	-	-	-	-	-	-	-	-
Will Mallory	143.2	-	-	-	-	-	-	-	-
Cade Stover	139.5	-	-	-	-	-	-	-	-
Foster Moreau	139.3	-	-	-	-	-	-	-	-
Stone Smartt	138.4	-	-	-	-	-	-	-	-
Connor Heyward	137.8	-	-	-	-	-	-	-	-
Devin Culp	135.0	-	-	-	-	-	-	-	-
Davis Allen	134.4	-	-	-	-	-	-	-	-
Pharaoh Brown	132.0	-	-	-	-	-	-	-	-
Jack Stoll	130.0	-	-	-	-	-	-	-	-
Josh Whyle	128.0	-	-	-	-	-	-	-	-
Trey Knox	125.0	-	-	-	-	-	-	-	-
Dallin Holker	124.0	-	-	-	-	-	-	-	-
Tanner Mclachlan	123.5	-	-	-	-	-	-	-	-
Brayden Willis	121.0	-	-	-	-	-	-	-	-
Cameron Latu	121.0	-	-	-	-	-	-	-	-
Peyton Hendershot	120.1	-	-	-	-	-	-	-	-
Ian Thomas	119.2	-	-	-	-	-	-	-	-
Aj Barner	118.6	-	-	-	-	-	-	-	-
John Fitzpatrick	118.0	-	-	-	-	-	-	-	-
Darnell Washington	112.2	-	-	-	-	-	-	-	-
Luke Schoonmaker	111.8	-	-	-	-	-	-	-	-
Drew Ogletree	107.3	-	-	-	-	-	-	-	-
Ross Dwelley	105.5	-	-	-	-	-	-	-	-
Erick All	103.8	-	-	-	-	-	-	-	-
Jordan Akins	102.4	-	-	-	-	-	-	-	-
Travis Vokolek	102.0	-	-	-	-	-	-	-	-
Irv Smith	101.5	-	-	-	-	-	-	-	-
Lucas Krull	100.8	-	-	-	-	-	-	-	-
Teagan Quitoriano	100.6	-	-	-	-	-	-	-	-
Tip Reiman	99.2	-	-	-	-	-	-	-	-
Jared Wiley	98.8	-	-	-	-	-	-	-	-
Payne Durham	96.7	-	-	-	-	-	-	-	-
Drew Sample	92.2	-	-	-	-	-	-	-	-
Brenton Strange	92.0	-	-	-	-	-	-	-	-
Lamichael Pettway	91.0	-	-	-	-	-	-	-	-
Marcedes Lewis	88.0	-	-	-	-	-	-	-	-
James Mitchell	83.3	-	-	-	-	-	-	-	-
Miller Forristall	78.5	-	-	-	-	-	-	-	-
John Bates	77.0	-	-	-	-	-	-	-	-
Armani Rogers	76.5	-	-	-	-	-	-	-	-
Harrison Bryant	76.4	-	-	-	-	-	-	-	-
Luke Farrell	74.9	-	-	-	-	-	-	-	-
Quintin Morris	73.5	-	-	-	-	-	-	-	-
Nick Vannett	69.9	-	-	-	-	-	-	-	-
Cole Turner	69.3	-	-	-	-	-	-	-	-
Mycole Pruitt	67.7	-	-	-	-	-	-	-	-
Lawrence Cager	66.1	-	-	-	-	-	-	-	-
Josiah Deguara	60.9	-	-	-	-	-	-	-	-
Cj Uzomah	59.1	-	-	-	-	-	-	-	-
Cole Fotheringham	58.3	-	-	-	-	-	-	-	-
Charlie Kolar	57.8	-	-	-	-	-	-	-	-
Ko Kieft	56.6	-	-	-	-	-	-	-	-
Ben Sims	56.5	-	-	-	-	-	-	-	-
Charlie Woerner	50.6	-	-	-	-	-	-	-	-
John Stephens	40.9	-	-	-	-	-	-	-	-
Kenny Yeboah	36.3	-	-	-	-	-	-	-	-
Grant Calcaterra	36.3	-	-	-	-	-	-	-	-
Dalton Keene	21.2	-	-	-	-	-	-	-	-
Tre Mckitty	20.5	-	-	-	-	-	-	-	-
Tyler Davis	20.0	-	-	-	-	-	-	-	-
Shane Zylstra	20.0	-	-	-	-	-	-	-	-
Jody Fortson	19.7	-	-	-	-	-	-	-	-
Hunter Long	19.6	-	-	-	-	-	-	-	-
Tommy Hudson	19.5	-	-	-	-	-	-	-	-
Julian Hill	19.1	-	-	-	-	-	-	-	-
Stephen Carlson	19.1	-	-	-	-	-	-	-	-
Brady Russell	19.0	-	-	-	-	-	-	-	-
Albert Okwuegbunam	18.0	-	-	-	-	-	-	-	-
Zack Kuntz	17.8	-	-	-	-	-	-	-	-
Eric Tomlinson	17.7	-	-	-	-	-	-	-	-
Mitchell Wilcox	17.5	-	-	-	-	-	-	-	-
Chris Manhertz	16.7	-	-	-	-	-	-	-	-
Rodney Williams	15.9	-	-	-	-	-	-	-	-
Zach Gentry	15.8	-	-	-	-	-	-	-	-
Nate Adkins	15.8	-	-	-	-	-	-	-	-
Anthony Firkser	2.1	-	-	-	-	-	-	-	-
