Player	Prop	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
	rush_td	1.9	-	-	-	-	-	-	1.9	-
	rec	19.6	-	-	-	-	-	-	19.6	-
	rec_yd	165.0	-	-	-	-	-	-	165.0	-
	rec_td	1.3	-	-	-	-	-	-	1.3	-

Alexander Mattison
72.78 FPTS	rush_att	103.5	-	-	-	-	-	-	103.5	-
19.12 ADP	rush_yd	389.7	-	-	-	-	-	-	389.7	-
	rush_td	2.4	-	-	-	-	-	-	2.4	-
	rec	12.1	-	-	-	-	-	-	12.1	-
	rec_yd	79.6	-	-	-	-	-	-	79.6	-
	rec_td	0.9	-	-	-	-	-	-	0.9	-

Tyrone Tracy
72.76 FPTS	rush_att	92.5	-	-	-	-	-	-	92.5	-
17.05 ADP	rush_yd	365.9	-	-	-	-	-	-	365.9	-
	rush_td	2.4	-	-	-	-	-	-	2.4	-
	rec	14.2	-	-	-	-	-	-	14.2	-
	rec_yd	104.7	-	-	-	-	-	-	104.7	-
	rec_td	0.7	-	-	-	-	-	-	0.7	-

Jamaal Williams
72.18 FPTS	rush_att	101.2	-	-	-	-	-	-	101.2	-
24.07 ADP	rush_yd	382.3	-	-	-	-	-	-	382.3	-
	rush_td	2.8	-	-	-	-	-	-	2.8	-
	rec	15.0	-	-	-	-	-	-	15.0	-
	rec_yd	84.5	-	-	-	-	-	-	84.5	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Elijah Mitchell
69.49 FPTS	rush_att	94.9	-	-	-	-	-	-	94.9	-
15.03 ADP	rush_yd	391.5	-	-	-	-	-	-	391.5	-
	rush_td	3.1	-	-	-	-	-	-	3.1	-
	rec	9.2	-	-	-	-	-	-	9.2	-
	rec_yd	59.4	-	-	-	-	-	-	59.4	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Miles Sanders
68.35 FPTS	rush_att	105.8	-	-	-	-	-	-	105.8	-
22.09 ADP	rush_yd	381.0	-	-	-	-	-	-	381.0	-
	rush_td	1.8	-	-	-	-	-	-	1.8	-
	rec	16.2	-	-	-	-	-	-	16.2	-
	rec_yd	101.5	-	-	-	-	-	-	101.5	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Tank Bigsby
	rush_att	94.8	-	-	-	-	-	-	94.8	-
	rush_yd	319.1	-	-	-	-	-	-	319.1	-
	rush_td	3.1	-	-	-	-	-	-	3.1	-
	rec	8.2	-	-	-	-	-	-	8.2	-
	rec_yd	55.9	-	-	-	-	-	-	55.9	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Roschon Johnson
60.98 FPTS	rush_att	67.7	-	-	-	-	-	-	67.7	-
18.04 ADP	rush_yd	265.4	-	-	-	-	-	-	265.4	-
	rush_td	2.0	-	-	-	-	-	-	2.0	-
	rec	17.1	-	-	-	-	-	-	17.1	-
	rec_yd	114.9	-	-	-	-	-	-	114.9	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Keaton Mitchell
	rush_att	68.5	-	-	-	-	-	-	68.5	-
	rush_yd	314.5	-	-	-	-	-	-	314.5	-
	rush_td	2.1	-	-	-	-	-	-	2.1	-
	rec	11.5	-	-	-	-	-	-	11.5	-
	rec_yd	92.9	-	-	-	-	-	-	92.9	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Dameon Pierce
	rush_att	83.0	-	-	-	-	-	-	83.0	-
	rush_yd	336.0	-	-	-	-	-	-	336.0	-
	rush_td	2.3	-	-	-	-	-	-	2.3	-
	rec	9.9	-	-	-	-	-	-	9.9	-
	rec_yd	72.4	-	-	-	-	-	-	72.4	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jaylen Wright
	rush_att	57.7	-	-	-	-	-	-	57.7	-
	rush_yd	266.2	-	-	-	-	-	-	266.2	-
	rush_td	2.2	-	-	-	-	-	-	2.2	-
	rec	11.5	-	-	-	-	-	-	11.5	-
	rec_yd	95.8	-	-	-	-	-	-	95.8	-
	rec_td	0.7	-	-	-	-	-	-	0.7	-

Kimani Vidal
	rush_att	63.5	-	-	-	-	-	-	63.5	-
	rush_yd	294.7	-	-	-	-	-	-	294.7	-
	rush_td	1.9	-	-	-	-	-	-	1.9	-
	rec	13.4	-	-	-	-	-	-	13.4	-
	rec_yd	94.0	-	-	-	-	-	-	94.0	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Donta Foreman
58.43 FPTS	rush_att	71.1	-	-	-	-	-	-	71.1	-
21.11 ADP	rush_yd	299.1	-	-	-	-	-	-	299.1	-
	rush_td	2.3	-	-	-	-	-	-	2.3	-
	rec	8.5	-	-	-	-	-	-	8.5	-
	rec_yd	68.7	-	-	-	-	-	-	68.7	-
	rec_td	0.6	-	-	-	-	-	-	0.6	-

Kenneth Gainwell
	rush_att	62.1	-	-	-	-	-	-	62.1	-
	rush_yd	245.9	-	-	-	-	-	-	245.9	-
	rush_td	1.8	-	-	-	-	-	-	1.8	-
	rec	16.7	-	-	-	-	-	-	16.7	-
	rec_yd	117.6	-	-	-	-	-	-	117.6	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Samaje Perine
	rush_att	42.0	-	-	-	-	-	-	42.0	-
	rush_yd	179.8	-	-	-	-	-	-	179.8	-
	rush_td	1.1	-	-	-	-	-	-	1.1	-
	rec	20.1	-	-	-	-	-	-	20.1	-
	rec_yd	155.2	-	-	-	-	-	-	155.2	-
	rec_td	0.6	-	-	-	-	-	-	0.6	-

Aj Dillon
	rush_att	64.0	-	-	-	-	-	-	64.0	-
	rush_yd	261.2	-	-	-	-	-	-	261.2	-
	rush_td	2.0	-	-	-	-	-	-	2.0	-
	rec	10.5	-	-	-	-	-	-	10.5	-
	rec_yd	90.0	-	-	-	-	-	-	90.0	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Justice Hill
	rush_att	54.0	-	-	-	-	-	-	54.0	-
	rush_yd	219.1	-	-	-	-	-	-	219.1	-
	rush_td	1.5	-	-	-	-	-	-	1.5	-
	rec	13.9	-	-	-	-	-	-	13.9	-
	rec_yd	103.3	-	-	-	-	-	-	103.3	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Carson Steele
	rush_att	64.0	-	-	-	-	-	-	64.0	-
	rush_yd	176.5	-	-	-	-	-	-	176.5	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	15.0	-	-	-	-	-	-	15.0	-
	rec_yd	136.5	-	-	-	-	-	-	136.5	-
	rec_td	0.5	-	-	-	-	-	-	0.5	-

Audric Estime
	rush_att	56.6	-	-	-	-	-	-	56.6	-
	rush_yd	238.3	-	-	-	-	-	-	238.3	-
	rush_td	1.6	-	-	-	-	-	-	1.6	-
	rec	8.7	-	-	-	-	-	-	8.7	-
	rec_yd	63.9	-	-	-	-	-	-	63.9	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Chase Edmonds
	rush_att	55.5	-	-	-	-	-	-	55.5	-
	rush_yd	199.4	-	-	-	-	-	-	199.4	-
	rush_td	1.2	-	-	-	-	-	-	1.2	-
	rec	13.7	-	-	-	-	-	-	13.7	-
	rec_yd	95.4	-	-	-	-	-	-	95.4	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Eric Gray
	rush_att	39.6	-	-	-	-	-	-	39.6	-
	rush_yd	207.1	-	-	-	-	-	-	207.1	-
	rush_td	1.4	-	-	-	-	-	-	1.4	-
	rec	10.8	-	-	-	-	-	-	10.8	-
	rec_yd	73.8	-	-	-	-	-	-	73.8	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Dylan Laube
	rush_att	41.7	-	-	-	-	-	-	41.7	-
	rush_yd	200.2	-	-	-	-	-	-	200.2	-
	rush_td	1.4	-	-	-	-	-	-	1.4	-
	rec	10.5	-	-	-	-	-	-	10.5	-
	rec_yd	75.3	-	-	-	-	-	-	75.3	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Emari Demercado
	rush_att	31.9	-	-	-	-	-	-	31.9	-
	rush_yd	141.6	-	-	-	-	-	-	141.6	-
	rush_td	1.1	-	-	-	-	-	-	1.1	-
	rec	16.2	-	-	-	-	-	-	16.2	-
	rec_yd	107.1	-	-	-	-	-	-	107.1	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Will Shipley
	rush_att	36.3	-	-	-	-	-	-	36.3	-
	rush_yd	191.2	-	-	-	-	-	-	191.2	-
	rush_td	1.6	-	-	-	-	-	-	1.6	-
	rec	7.4	-	-	-	-	-	-	7.4	-
	rec_yd	55.5	-	-	-	-	-	-	55.5	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Trey Sermon
	rush_att	44.4	-	-	-	-	-	-	44.4	-
	rush_yd	228.5	-	-	-	-	-	-	228.5	-
	rush_td	1.2	-	-	-	-	-	-	1.2	-
	rec	6.5	-	-	-	-	-	-	6.5	-
	rec_yd	44.5	-	-	-	-	-	-	44.5	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Ty Johnson
	rush_att	27.1	-	-	-	-	-	-	27.1	-
	rush_yd	129.9	-	-	-	-	-	-	129.9	-
	rush_td	0.9	-	-	-	-	-	-	0.9	-
	rec	11.1	-	-	-	-	-	-	11.1	-
	rec_yd	93.3	-	-	-	-	-	-	93.3	-
	rec_td	0.6	-	-	-	-	-	-	0.6	-

Isaiah Davis
	rush_att	65.3	-	-	-	-	-	-	65.3	-
	rush_yd	192.8	-	-	-	-	-	-	192.8	-
	rush_td	1.4	-	-	-	-	-	-	1.4	-
	rec	6.5	-	-	-	-	-	-	6.5	-
	rec_yd	46.9	-	-	-	-	-	-	46.9	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Deneric Prince
	rush_att	22.5	-	-	-	-	-	-	22.5	-
	rush_yd	182.4	-	-	-	-	-	-	182.4	-
	rush_td	1.3	-	-	-	-	-	-	1.3	-
	rec	7.2	-	-	-	-	-	-	7.2	-
	rec_yd	53.3	-	-	-	-	-	-	53.3	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Royce Freeman
	rush_att	56.5	-	-	-	-	-	-	56.5	-
	rush_yd	169.9	-	-	-	-	-	-	169.9	-
	rush_td	1.4	-	-	-	-	-	-	1.4	-
	rec	5.9	-	-	-	-	-	-	5.9	-
	rec_yd	40.0	-	-	-	-	-	-	40.0	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jordan Mason
	rush_att	33.1	-	-	-	-	-	-	33.1	-
	rush_yd	182.9	-	-	-	-	-	-	182.9	-
	rush_td	1.6	-	-	-	-	-	-	1.6	-
	rec	4.2	-	-	-	-	-	-	4.2	-
	rec_yd	29.0	-	-	-	-	-	-	29.0	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Evan Hull
	rush_att	34.0	-	-	-	-	-	-	34.0	-
	rush_yd	150.3	-	-	-	-	-	-	150.3	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	7.2	-	-	-	-	-	-	7.2	-
	rec_yd	53.0	-	-	-	-	-	-	53.0	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Isaac Guerendo
	rush_att	29.9	-	-	-	-	-	-	29.9	-
	rush_yd	167.3	-	-	-	-	-	-	167.3	-
	rush_td	1.3	-	-	-	-	-	-	1.3	-
	rec	5.2	-	-	-	-	-	-	5.2	-
	rec_yd	43.0	-	-	-	-	-	-	43.0	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Cordarrelle Patterson
	rush_att	23.7	-	-	-	-	-	-	23.7	-
	rush_yd	114.9	-	-	-	-	-	-	114.9	-
	rush_td	0.8	-	-	-	-	-	-	0.8	-
	rec	9.6	-	-	-	-	-	-	9.6	-
	rec_yd	72.5	-	-	-	-	-	-	72.5	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Kendall Milton
	rush_att	34.0	-	-	-	-	-	-	34.0	-
	rush_yd	145.0	-	-	-	-	-	-	145.0	-
	rush_td	2.0	-	-	-	-	-	-	2.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	25.0	-	-	-	-	-	-	25.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Kyle Juszczyk
	rush_att	5.6	-	-	-	-	-	-	5.6	-
	rush_yd	20.2	-	-	-	-	-	-	20.2	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	14.2	-	-	-	-	-	-	14.2	-
	rec_yd	136.7	-	-	-	-	-	-	136.7	-
	rec_td	1.1	-	-	-	-	-	-	1.1	-

Jase Mcclellan
	rush_att	32.9	-	-	-	-	-	-	32.9	-
	rush_yd	133.9	-	-	-	-	-	-	133.9	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	5.5	-	-	-	-	-	-	5.5	-
	rec_yd	43.9	-	-	-	-	-	-	43.9	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Deuce Vaughn
	rush_att	24.7	-	-	-	-	-	-	24.7	-
	rush_yd	105.3	-	-	-	-	-	-	105.3	-
	rush_td	0.9	-	-	-	-	-	-	0.9	-
	rec	8.4	-	-	-	-	-	-	8.4	-
	rec_yd	63.0	-	-	-	-	-	-	63.0	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Rasheen Ali
	rush_att	26.4	-	-	-	-	-	-	26.4	-
	rush_yd	149.0	-	-	-	-	-	-	149.0	-
	rush_td	1.2	-	-	-	-	-	-	1.2	-
	rec	4.6	-	-	-	-	-	-	4.6	-
	rec_yd	35.9	-	-	-	-	-	-	35.9	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Andrew Beck
	rush_att	3.7	-	-	-	-	-	-	3.7	-
	rush_yd	9.5	-	-	-	-	-	-	9.5	-
	rush_td	0.7	-	-	-	-	-	-	0.7	-
	rec	9.9	-	-	-	-	-	-	9.9	-
	rec_yd	87.8	-	-	-	-	-	-	87.8	-
	rec_td	1.5	-	-	-	-	-	-	1.5	-

Ameer Abdullah
	rush_att	26.8	-	-	-	-	-	-	26.8	-
	rush_yd	102.7	-	-	-	-	-	-	102.7	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	11.8	-	-	-	-	-	-	11.8	-
	rec_yd	86.5	-	-	-	-	-	-	86.5	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Chris Rodriguez
	rush_att	14.5	-	-	-	-	-	-	14.5	-
	rush_yd	119.9	-	-	-	-	-	-	119.9	-
	rush_td	0.9	-	-	-	-	-	-	0.9	-
	rec	7.1	-	-	-	-	-	-	7.1	-
	rec_yd	50.4	-	-	-	-	-	-	50.4	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Michael Carter
	rush_att	25.9	-	-	-	-	-	-	25.9	-
	rush_yd	113.9	-	-	-	-	-	-	113.9	-
	rush_td	0.8	-	-	-	-	-	-	0.8	-
	rec	8.3	-	-	-	-	-	-	8.3	-
	rec_yd	54.2	-	-	-	-	-	-	54.2	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Nyheim Hines
	rush_att	22.9	-	-	-	-	-	-	22.9	-
	rush_yd	71.3	-	-	-	-	-	-	71.3	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	10.8	-	-	-	-	-	-	10.8	-
	rec_yd	80.9	-	-	-	-	-	-	80.9	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jawhar Jordan
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	134.0	-	-	-	-	-	-	134.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	30.0	-	-	-	-	-	-	30.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Dewayne Mcbride
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	125.0	-	-	-	-	-	-	125.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	30.0	-	-	-	-	-	-	30.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Daijun Edwards
	rush_att	31.0	-	-	-	-	-	-	31.0	-
	rush_yd	132.0	-	-	-	-	-	-	132.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	21.0	-	-	-	-	-	-	21.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Blake Watson
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	108.0	-	-	-	-	-	-	108.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	29.0	-	-	-	-	-	-	29.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Dernest Johnson
	rush_att	31.7	-	-	-	-	-	-	31.7	-
	rush_yd	113.6	-	-	-	-	-	-	113.6	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	5.5	-	-	-	-	-	-	5.5	-
	rec_yd	39.2	-	-	-	-	-	-	39.2	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Ronnie Rivers
	rush_att	27.2	-	-	-	-	-	-	27.2	-
	rush_yd	109.3	-	-	-	-	-	-	109.3	-
	rush_td	0.7	-	-	-	-	-	-	0.7	-
	rec	4.6	-	-	-	-	-	-	4.6	-
	rec_yd	33.3	-	-	-	-	-	-	33.3	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Craig Reynolds
	rush_att	21.6	-	-	-	-	-	-	21.6	-
	rush_yd	102.5	-	-	-	-	-	-	102.5	-
	rush_td	0.8	-	-	-	-	-	-	0.8	-
	rec	4.1	-	-	-	-	-	-	4.1	-
	rec_yd	33.4	-	-	-	-	-	-	33.4	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Kevin Harris
	rush_att	6.0	-	-	-	-	-	-	6.0	-
	rush_yd	99.8	-	-	-	-	-	-	99.8	-
	rush_td	0.8	-	-	-	-	-	-	0.8	-
	rec	4.6	-	-	-	-	-	-	4.6	-
	rec_yd	33.8	-	-	-	-	-	-	33.8	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Dillon Johnson
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	107.0	-	-	-	-	-	-	107.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	3.0	-	-	-	-	-	-	3.0	-
	rec_yd	22.0	-	-	-	-	-	-	22.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Hunter Luepke
	rush_att	8.4	-	-	-	-	-	-	8.4	-
	rush_yd	31.2	-	-	-	-	-	-	31.2	-
	rush_td	1.4	-	-	-	-	-	-	1.4	-
	rec	5.7	-	-	-	-	-	-	5.7	-
	rec_yd	39.1	-	-	-	-	-	-	39.1	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jeremy Mcnichols
	rush_att	14.1	-	-	-	-	-	-	14.1	-
	rush_yd	56.8	-	-	-	-	-	-	56.8	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	8.0	-	-	-	-	-	-	8.0	-
	rec_yd	65.0	-	-	-	-	-	-	65.0	-
	rec_td	0.5	-	-	-	-	-	-	0.5	-

Trayveon Williams
	rush_att	24.5	-	-	-	-	-	-	24.5	-
	rush_yd	84.2	-	-	-	-	-	-	84.2	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	5.5	-	-	-	-	-	-	5.5	-
	rec_yd	36.1	-	-	-	-	-	-	36.1	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Dare Ogunbowale
	rush_att	16.7	-	-	-	-	-	-	16.7	-
	rush_yd	60.3	-	-	-	-	-	-	60.3	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	8.1	-	-	-	-	-	-	8.1	-
	rec_yd	59.4	-	-	-	-	-	-	59.4	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Kenny Mcintosh
	rush_att	27.6	-	-	-	-	-	-	27.6	-
	rush_yd	82.6	-	-	-	-	-	-	82.6	-
	rush_td	0.4	-	-	-	-	-	-	0.4	-
	rec	5.1	-	-	-	-	-	-	5.1	-
	rec_yd	36.5	-	-	-	-	-	-	36.5	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Pierre Strong
	rush_att	19.2	-	-	-	-	-	-	19.2	-
	rush_yd	103.7	-	-	-	-	-	-	103.7	-
	rush_td	0.7	-	-	-	-	-	-	0.7	-
	rec	2.7	-	-	-	-	-	-	2.7	-
	rec_yd	19.9	-	-	-	-	-	-	19.9	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Jeff Wilson
	rush_att	15.6	-	-	-	-	-	-	15.6	-
	rush_yd	86.5	-	-	-	-	-	-	86.5	-
	rush_td	0.7	-	-	-	-	-	-	0.7	-
	rec	3.0	-	-	-	-	-	-	3.0	-
	rec_yd	21.7	-	-	-	-	-	-	21.7	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Isaiah Spiller
	rush_att	26.1	-	-	-	-	-	-	26.1	-
	rush_yd	87.7	-	-	-	-	-	-	87.7	-
	rush_td	0.7	-	-	-	-	-	-	0.7	-
	rec	3.4	-	-	-	-	-	-	3.4	-
	rec_yd	20.5	-	-	-	-	-	-	20.5	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Julius Chestnut
	rush_att	14.8	-	-	-	-	-	-	14.8	-
	rush_yd	62.1	-	-	-	-	-	-	62.1	-
	rush_td	0.4	-	-	-	-	-	-	0.4	-
	rec	5.3	-	-	-	-	-	-	5.3	-
	rec_yd	37.6	-	-	-	-	-	-	37.6	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jamycal Hasty
	rush_att	19.5	-	-	-	-	-	-	19.5	-
	rush_yd	66.0	-	-	-	-	-	-	66.0	-
	rush_td	0.4	-	-	-	-	-	-	0.4	-
	rec	5.6	-	-	-	-	-	-	5.6	-
	rec_yd	37.4	-	-	-	-	-	-	37.4	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Jordan Mims
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	68.0	-	-	-	-	-	-	68.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	3.0	-	-	-	-	-	-	3.0	-
	rec_yd	18.0	-	-	-	-	-	-	18.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Emanuel Wilson
	rush_att	2.2	-	-	-	-	-	-	2.2	-
	rush_yd	70.5	-	-	-	-	-	-	70.5	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	4.1	-	-	-	-	-	-	4.1	-
	rec_yd	29.9	-	-	-	-	-	-	29.9	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Cam Akers
	rush_att	11.6	-	-	-	-	-	-	11.6	-
	rush_yd	79.5	-	-	-	-	-	-	79.5	-
	rush_td	0.6	-	-	-	-	-	-	0.6	-
	rec	2.5	-	-	-	-	-	-	2.5	-
	rec_yd	17.8	-	-	-	-	-	-	17.8	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Giovanni Ricci
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	10.0	-	-	-	-	-	-	10.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	7.3	-	-	-	-	-	-	7.3	-
	rec_yd	72.7	-	-	-	-	-	-	72.7	-
	rec_td	0.5	-	-	-	-	-	-	0.5	-

Jaret Patterson
	rush_att	16.7	-	-	-	-	-	-	16.7	-
	rush_yd	71.0	-	-	-	-	-	-	71.0	-
	rush_td	0.4	-	-	-	-	-	-	0.4	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	27.5	-	-	-	-	-	-	27.5	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Tyler Goodson
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	61.4	-	-	-	-	-	-	61.4	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	28.7	-	-	-	-	-	-	28.7	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Joshua Kelley
	rush_att	2.2	-	-	-	-	-	-	2.2	-
	rush_yd	71.2	-	-	-	-	-	-	71.2	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	3.5	-	-	-	-	-	-	3.5	-
	rec_yd	24.0	-	-	-	-	-	-	24.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Chris Evans
	rush_att	10.2	-	-	-	-	-	-	10.2	-
	rush_yd	40.8	-	-	-	-	-	-	40.8	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	6.8	-	-	-	-	-	-	6.8	-
	rec_yd	48.0	-	-	-	-	-	-	48.0	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Carlos Washington
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	37.0	-	-	-	-	-	-	37.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	22.0	-	-	-	-	-	-	22.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Cody Schrader
	rush_att	33.0	-	-	-	-	-	-	33.0	-
	rush_yd	84.5	-	-	-	-	-	-	84.5	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	1.5	-	-	-	-	-	-	1.5	-
	rec_yd	14.5	-	-	-	-	-	-	14.5	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Zonovan Knight
	rush_att	17.7	-	-	-	-	-	-	17.7	-
	rush_yd	68.7	-	-	-	-	-	-	68.7	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	16.6	-	-	-	-	-	-	16.6	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Boston Scott
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	54.3	-	-	-	-	-	-	54.3	-
	rush_td	0.6	-	-	-	-	-	-	0.6	-
	rec	2.5	-	-	-	-	-	-	2.5	-
	rec_yd	19.2	-	-	-	-	-	-	19.2	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Israel Abanikanda
	rush_att	17.2	-	-	-	-	-	-	17.2	-
	rush_yd	63.6	-	-	-	-	-	-	63.6	-
	rush_td	0.3	-	-	-	-	-	-	0.3	-
	rec	2.7	-	-	-	-	-	-	2.7	-
	rec_yd	18.9	-	-	-	-	-	-	18.9	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Alec Ingold
	rush_att	1.1	-	-	-	-	-	-	1.1	-
	rush_yd	4.4	-	-	-	-	-	-	4.4	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	7.6	-	-	-	-	-	-	7.6	-
	rec_yd	55.3	-	-	-	-	-	-	55.3	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Matt Breida
	rush_att	2.5	-	-	-	-	-	-	2.5	-
	rush_yd	45.5	-	-	-	-	-	-	45.5	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	2.5	-	-	-	-	-	-	2.5	-
	rec_yd	18.5	-	-	-	-	-	-	18.5	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Keaontay Ingram
	rush_att	15.4	-	-	-	-	-	-	15.4	-
	rush_yd	51.8	-	-	-	-	-	-	51.8	-
	rush_td	0.3	-	-	-	-	-	-	0.3	-
	rec	2.9	-	-	-	-	-	-	2.9	-
	rec_yd	18.6	-	-	-	-	-	-	18.6	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Raheem Blackshear
	rush_att	6.1	-	-	-	-	-	-	6.1	-
