"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_rec","A. Trautman","TE","NO","TB","2022-12-06T01:15:00Z","2.5","over","120","undefined","null","null","under","-161","undefined","null","null"
"recv_yd","A. Trautman","TE","NO","TB","2022-12-06T01:15:00Z","22.5","over","-117","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","A. Kamara","RB","NO","TB","2022-12-06T01:15:00Z","3.5","over","-148","undefined","null","null","under","112","undefined","null","null"
"recv_yd","A. Kamara","RB","NO","TB","2022-12-06T01:15:00Z","29.5","over","-116","undefined","null","null","under","-115","undefined","null","null"
"rush_att","A. Kamara","RB","NO","TB","2022-12-06T01:15:00Z","12.5","over","-109","undefined","null","null","under","-122","undefined","null","null"
"rush_recv_yd","A. Kamara","RB","NO","TB","2022-12-06T01:15:00Z","82.5","over","-113","undefined","null","null","under","-122","undefined","null","null"
"rush_yd","A. Kamara","RB","NO","TB","2022-12-06T01:15:00Z","48.5","over","-112","undefined","null","null","under","-120","undefined","null","null"
"pass_att","A. Dalton","QB","NO","TB","2022-12-06T01:15:00Z","32.5","over","108","undefined","null","null","under","-147","undefined","null","null"
"pass_comp","A. Dalton","QB","NO","TB","2022-12-06T01:15:00Z","19.5","over","-121","undefined","null","null","under","-111","undefined","null","null"
"pass_int","A. Dalton","QB","NO","TB","2022-12-06T01:15:00Z","0.5","over","-139","undefined","null","null","under","104","undefined","null","null"
"pass_td","A. Dalton","QB","NO","TB","2022-12-06T01:15:00Z","1.5","over","176","undefined","null","null","under","-242","undefined","null","null"
"pass_yd","A. Dalton","QB","NO","TB","2022-12-06T01:15:00Z","215.5","over","-116","-0.01235521638888959","null","null","under","-116","-0.061763948988888484","null","null"
"rush_yd","A. Dalton","QB","NO","TB","2022-12-06T01:15:00Z","7.5","over","-107","undefined","null","null","under","-125","undefined","null","null"
