"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_rec","C. Sutton","WR","DEN","IND","2022-10-07T00:15:00Z","4.5","over","-167","undefined","null","null","under","124","undefined","null","null"
"recv_yd","C. Sutton","WR","DEN","IND","2022-10-07T00:15:00Z","65.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","J. Jeudy","WR","DEN","IND","2022-10-07T00:15:00Z","4.5","over","124","undefined","null","null","under","-168","undefined","null","null"
"recv_yd","J. Jeudy","WR","DEN","IND","2022-10-07T00:15:00Z","51.5","over","-124","undefined","null","null","under","-107","undefined","null","null"
"recv_rec","M. Gordon III","RB","DEN","IND","2022-10-07T00:15:00Z","1.5","over","-203","undefined","null","null","under","148","undefined","null","null"
"recv_yd","M. Gordon III","RB","DEN","IND","2022-10-07T00:15:00Z","12.5","over","-120","undefined","null","null","under","-114","undefined","null","null"
"rush_att","M. Gordon III","RB","DEN","IND","2022-10-07T00:15:00Z","14.5","over","-101","undefined","null","null","under","-134","undefined","null","null"
"rush_recv_yd","M. Gordon III","RB","DEN","IND","2022-10-07T00:15:00Z","73.5","over","-120","undefined","null","null","under","-110","undefined","null","null"
"rush_yd","M. Gordon III","RB","DEN","IND","2022-10-07T00:15:00Z","57.5","over","-109","undefined","null","null","under","-119","undefined","null","null"
"pass_att","R. Wilson","QB","DEN","IND","2022-10-07T00:15:00Z","31.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_comp","R. Wilson","QB","DEN","IND","2022-10-07T00:15:00Z","19.5","over","-136","undefined","null","null","under","100","undefined","null","null"
"pass_int","R. Wilson","QB","DEN","IND","2022-10-07T00:15:00Z","0.5","over","-108","undefined","null","null","under","-124","undefined","null","null"
"pass_td","R. Wilson","QB","DEN","IND","2022-10-07T00:15:00Z","1.5","over","111","undefined","null","null","under","-147","undefined","null","null"
"pass_yd","R. Wilson","QB","DEN","IND","2022-10-07T00:15:00Z","230.5","over","-123","-0.04442825112107629","null","null","under","-110","-0.03089047619047619","null","null"
"rush_yd","R. Wilson","QB","DEN","IND","2022-10-07T00:15:00Z","13.5","over","-108","undefined","null","null","under","-123","undefined","null","null"
"recv_rec","A. Pierce","WR","IND","DEN","2022-10-07T00:15:00Z","2.5","over","-149","undefined","null","null","under","111","undefined","null","null"
"recv_yd","A. Pierce","WR","IND","DEN","2022-10-07T00:15:00Z","34.5","over","-114","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","A. Dulin","WR","IND","DEN","2022-10-07T00:15:00Z","1.5","over","142","undefined","null","null","under","-192","undefined","null","null"
"recv_yd","A. Dulin","WR","IND","DEN","2022-10-07T00:15:00Z","12.5","over","-117","undefined","null","null","under","-111","undefined","null","null"
"recv_rec","K. Granson","TE","IND","DEN","2022-10-07T00:15:00Z","1.5","over","-125","undefined","null","null","under","-107","undefined","null","null"
"recv_yd","K. Granson","TE","IND","DEN","2022-10-07T00:15:00Z","14.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"pass_att","M. Ryan","QB","IND","DEN","2022-10-07T00:15:00Z","33.5","over","-113","undefined","null","null","under","-117","undefined","null","null"
"pass_comp","M. Ryan","QB","IND","DEN","2022-10-07T00:15:00Z","19.5","over","-155","undefined","null","null","under","116","undefined","null","null"
"pass_int","M. Ryan","QB","IND","DEN","2022-10-07T00:15:00Z","0.5","over","-126","undefined","null","null","under","-106","undefined","null","null"
"pass_td","M. Ryan","QB","IND","DEN","2022-10-07T00:15:00Z","1.5","over","125","undefined","null","null","under","-166","undefined","null","null"
"pass_yd","M. Ryan","QB","IND","DEN","2022-10-07T00:15:00Z","231.5","over","-113","-0.022793896713615203","null","null","under","-119","-0.051168036529680216","null","null"
"rush_yd","M. Ryan","QB","IND","DEN","2022-10-07T00:15:00Z","1.5","over","-136","undefined","null","null","under","102","undefined","null","null"
"recv_rec","M. Pittman Jr.","WR","IND","DEN","2022-10-07T00:15:00Z","5.5","over","105","undefined","null","null","under","-142","undefined","null","null"
"recv_yd","M. Pittman Jr.","WR","IND","DEN","2022-10-07T00:15:00Z","64.5","over","-108","undefined","null","null","under","-124","undefined","null","null"
"recv_rec","M. Alie-Cox","TE","IND","DEN","2022-10-07T00:15:00Z","1.5","over","-187","undefined","null","null","under","136","undefined","null","null"
"recv_yd","M. Alie-Cox","TE","IND","DEN","2022-10-07T00:15:00Z","18.5","over","-129","undefined","null","null","under","-105","undefined","null","null"
"recv_rec","N. Hines","RB","IND","DEN","2022-10-07T00:15:00Z","3.5","over","-152","undefined","null","null","under","115","undefined","null","null"
"recv_yd","N. Hines","RB","IND","DEN","2022-10-07T00:15:00Z","29.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_att","N. Hines","RB","IND","DEN","2022-10-07T00:15:00Z","9.5","over","114","undefined","null","null","under","-155","undefined","null","null"
