"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_yd","C. Parkinson","TE","SEA","TB","2022-11-13T14:30:00Z","7.5","over","-113","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","D. Metcalf","WR","SEA","TB","2022-11-13T14:30:00Z","4.5","over","-146","undefined","null","null","under","110","undefined","null","null"
"recv_yd","D. Metcalf","WR","SEA","TB","2022-11-13T14:30:00Z","59.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"pass_att","G. Smith","QB","SEA","TB","2022-11-13T14:30:00Z","33.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"pass_comp","G. Smith","QB","SEA","TB","2022-11-13T14:30:00Z","22.5","over","-101","undefined","null","null","under","-135","undefined","null","null"
"pass_int","G. Smith","QB","SEA","TB","2022-11-13T14:30:00Z","0.5","over","-105","undefined","null","null","under","-129","undefined","null","null"
"pass_td","G. Smith","QB","SEA","TB","2022-11-13T14:30:00Z","1.5","over","102","undefined","null","null","under","-134","undefined","null","null"
"pass_yd","G. Smith","QB","SEA","TB","2022-11-13T14:30:00Z","240.5","over","-105","-0.0032926829268293822","null","null","under","-129","-0.07220611353711776","null","null"
"rush_yd","G. Smith","QB","SEA","TB","2022-11-13T14:30:00Z","21.5","over","-112","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","K. Walker III","RB","SEA","TB","2022-11-13T14:30:00Z","1.5","over","-162","undefined","null","null","under","121","undefined","null","null"
"recv_yd","K. Walker III","RB","SEA","TB","2022-11-13T14:30:00Z","10.5","over","-114","undefined","null","null","under","-119","undefined","null","null"
"rush_att","K. Walker III","RB","SEA","TB","2022-11-13T14:30:00Z","18.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_recv_yd","K. Walker III","RB","SEA","TB","2022-11-13T14:30:00Z","92.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","K. Walker III","RB","SEA","TB","2022-11-13T14:30:00Z","77.5","over","-125","undefined","null","null","under","-109","undefined","null","null"
"recv_rec","M. Goodwin","WR","SEA","TB","2022-11-13T14:30:00Z","1.5","over","-147","undefined","null","null","under","109","undefined","null","null"
"recv_yd","M. Goodwin","WR","SEA","TB","2022-11-13T14:30:00Z","18.5","over","-114","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","N. Fant","TE","SEA","TB","2022-11-13T14:30:00Z","2.5","over","-167","undefined","null","null","under","126","undefined","null","null"
"recv_yd","N. Fant","TE","SEA","TB","2022-11-13T14:30:00Z","26.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","T. Lockett","WR","SEA","TB","2022-11-13T14:30:00Z","5.5","over","104","undefined","null","null","under","-140","undefined","null","null"
"recv_yd","T. Lockett","WR","SEA","TB","2022-11-13T14:30:00Z","61.5","over","-128","undefined","null","null","under","-106","undefined","null","null"
"recv_rec","W. Dissly","TE","SEA","TB","2022-11-13T14:30:00Z","2.5","over","-101","undefined","null","null","under","-132","undefined","null","null"
"recv_yd","W. Dissly","TE","SEA","TB","2022-11-13T14:30:00Z","21.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","C. Otton","TE","TB","SEA","2022-11-13T14:30:00Z","22.5","over","-115","undefined","null","null","under","-114","undefined","null","null"
"recv_rec","C. Godwin","WR","TB","SEA","2022-11-13T14:30:00Z","6.5","over","-104","undefined","null","null","under","-129","undefined","null","null"
"recv_yd","C. Godwin","WR","TB","SEA","2022-11-13T14:30:00Z","63.5","over","-122","undefined","null","null","under","-111","undefined","null","null"
"recv_rec","J. Jones","WR","TB","SEA","2022-11-13T14:30:00Z","2.5","over","121","undefined","null","null","under","-161","undefined","null","null"
"recv_yd","J. Jones","WR","TB","SEA","2022-11-13T14:30:00Z","25.5","over","-113","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","L. Fournette","RB","TB","SEA","2022-11-13T14:30:00Z","3.5","over","-127","undefined","null","null","under","-105","undefined","null","null"
"recv_yd","L. Fournette","RB","TB","SEA","2022-11-13T14:30:00Z","25.5","over","-122","undefined","null","null","under","-108","undefined","null","null"
"rush_recv_yd","L. Fournette","RB","TB","SEA","2022-11-13T14:30:00Z","73.5","over","-121","undefined","null","null","under","-111","undefined","null","null"
"rush_yd","L. Fournette","RB","TB","SEA","2022-11-13T14:30:00Z","43.5","over","104","undefined","null","null","under","-138","undefined","null","null"
"recv_rec","M. Evans","WR","TB","SEA","2022-11-13T14:30:00Z","5.5","over","125","undefined","null","null","under","-166","undefined","null","null"
"recv_yd","M. Evans","WR","TB","SEA","2022-11-13T14:30:00Z","65.5","over","-114","undefined","null","null","under","-119","undefined","null","null"
"recv_rec","R. White","RB","TB","SEA","2022-11-13T14:30:00Z","2.5","over","120","undefined","null","null","under","-159","undefined","null","null"
"recv_yd","R. White","RB","TB","SEA","2022-11-13T14:30:00Z","15.5","over","-112","undefined","null","null","under","-119","undefined","null","null"
"rush_recv_yd","R. White","RB","TB","SEA","2022-11-13T14:30:00Z","46.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"rush_yd","R. White","RB","TB","SEA","2022-11-13T14:30:00Z","27.5","over","-124","undefined","null","null","under","-109","undefined","null","null"
"recv_rec","S. Miller","WR","TB","SEA","2022-11-13T14:30:00Z","1.5","over","-136","undefined","null","null","under","102","undefined","null","null"
