"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_rec","A. Thielen","WR","MIN","NO","2022-10-02T12:30:00Z","4.5","over","119","undefined","null","null","under","-159","undefined","null","null"
"recv_yd","A. Thielen","WR","MIN","NO","2022-10-02T12:30:00Z","49.5","over","-112","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","A. Mattison","RB","MIN","NO","2022-10-02T12:30:00Z","1.5","over","142","undefined","null","null","under","-195","undefined","null","null"
"recv_yd","A. Mattison","RB","MIN","NO","2022-10-02T12:30:00Z","5.5","over","-118","undefined","null","null","under","-110","undefined","null","null"
"rush_recv_yd","A. Mattison","RB","MIN","NO","2022-10-02T12:30:00Z","31.5","over","-110","undefined","null","null","under","-120","undefined","null","null"
"rush_yd","A. Mattison","RB","MIN","NO","2022-10-02T12:30:00Z","21.5","over","-117","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","D. Cook","RB","MIN","NO","2022-10-02T12:30:00Z","2.5","over","126","undefined","null","null","under","-172","undefined","null","null"
"recv_yd","D. Cook","RB","MIN","NO","2022-10-02T12:30:00Z","12.5","over","-119","undefined","null","null","under","-112","undefined","null","null"
"rush_att","D. Cook","RB","MIN","NO","2022-10-02T12:30:00Z","15.5","over","-125","undefined","null","null","under","-107","undefined","null","null"
"rush_recv_yd","D. Cook","RB","MIN","NO","2022-10-02T12:30:00Z","79.5","over","-122","undefined","null","null","under","-111","undefined","null","null"
"rush_yd","D. Cook","RB","MIN","NO","2022-10-02T12:30:00Z","63.5","over","-113","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","I. Smith Jr.","TE","MIN","NO","2022-10-02T12:30:00Z","2.5","over","-123","undefined","null","null","under","-109","undefined","null","null"
"recv_yd","I. Smith Jr.","TE","MIN","NO","2022-10-02T12:30:00Z","26.5","over","-119","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","J. Mundt","TE","MIN","NO","2022-10-02T12:30:00Z","1.5","over","126","undefined","null","null","under","-170","undefined","null","null"
"recv_yd","J. Mundt","TE","MIN","NO","2022-10-02T12:30:00Z","9.5","over","-120","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","J. Jefferson","WR","MIN","NO","2022-10-02T12:30:00Z","6.5","over","109","undefined","null","null","under","-147","undefined","null","null"
"recv_yd","J. Jefferson","WR","MIN","NO","2022-10-02T12:30:00Z","84.5","over","-118","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","K. Osborn","WR","MIN","NO","2022-10-02T12:30:00Z","2.5","over","-137","undefined","null","null","under","102","undefined","null","null"
"recv_yd","K. Osborn","WR","MIN","NO","2022-10-02T12:30:00Z","32.5","over","-115","undefined","null","null","under","-113","undefined","null","null"
"pass_att","K. Cousins","QB","MIN","NO","2022-10-02T12:30:00Z","34.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_comp","K. Cousins","QB","MIN","NO","2022-10-02T12:30:00Z","21.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"pass_int","K. Cousins","QB","MIN","NO","2022-10-02T12:30:00Z","0.5","over","102","undefined","null","null","under","-137","undefined","null","null"
"pass_td","K. Cousins","QB","MIN","NO","2022-10-02T12:30:00Z","1.5","over","-133","undefined","null","null","under","101","undefined","null","null"
"pass_yd","K. Cousins","QB","MIN","NO","2022-10-02T12:30:00Z","253.5","over","-112","-0.04113207547169778","null","null","under","-120","-0.03257272727272753","null","null"
"rush_yd","K. Cousins","QB","MIN","NO","2022-10-02T12:30:00Z","3.5","over","-116","undefined","null","null","under","-114","undefined","null","null"
"recv_yd","A. Trautman","TE","NO","MIN","2022-10-02T12:30:00Z","0.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","A. Kamara","RB","NO","MIN","2022-10-02T12:30:00Z","3.5","over","-112","undefined","null","null","under","-120","undefined","null","null"
"recv_yd","A. Kamara","RB","NO","MIN","2022-10-02T12:30:00Z","25.5","over","-123","undefined","null","null","under","-109","undefined","null","null"
"rush_att","A. Kamara","RB","NO","MIN","2022-10-02T12:30:00Z","13.5","over","-117","undefined","null","null","under","-114","undefined","null","null"
"rush_recv_yd","A. Kamara","RB","NO","MIN","2022-10-02T12:30:00Z","83.5","over","-121","undefined","null","null","under","-112","undefined","null","null"
"rush_yd","A. Kamara","RB","NO","MIN","2022-10-02T12:30:00Z","53.5","over","-120","undefined","null","null","under","-109","undefined","null","null"
"pass_att","A. Dalton","QB","NO","MIN","2022-10-02T12:30:00Z","32.5","over","-107","undefined","null","null","under","-122","undefined","null","null"
"pass_comp","A. Dalton","QB","NO","MIN","2022-10-02T12:30:00Z","19.5","over","-127","undefined","null","null","under","-106","undefined","null","null"
"pass_int","A. Dalton","QB","NO","MIN","2022-10-02T12:30:00Z","0.5","over","-178","undefined","null","null","under","130","undefined","null","null"
"pass_td","A. Dalton","QB","NO","MIN","2022-10-02T12:30:00Z","1.5","over","173","undefined","null","null","under","-236","undefined","null","null"
"pass_yd","A. Dalton","QB","NO","MIN","2022-10-02T12:30:00Z","221.5","over","-117","0.015621658986174958","null","null","under","-115","-0.0896906976744184","null","null"
"rush_yd","A. Dalton","QB","NO","MIN","2022-10-02T12:30:00Z","8.5","over","-112","undefined","null","null","under","-121","undefined","null","null"
"recv_rec","C. Olave","WR","NO","MIN","2022-10-02T12:30:00Z","5.5","over","118","undefined","null","null","under","-160","undefined","null","null"
"recv_yd","C. Olave","WR","NO","MIN","2022-10-02T12:30:00Z","59.5","over","-117","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","J. Landry","WR","NO","MIN","2022-10-02T12:30:00Z","3.5","over","-175","undefined","null","null","under","128","undefined","null","null"
"recv_yd","J. Landry","WR","NO","MIN","2022-10-02T12:30:00Z","42.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","J. Johnson","TE","NO","MIN","2022-10-02T12:30:00Z","2.5","over","141","undefined","null","null","under","-195","undefined","null","null"
"recv_yd","J. Johnson","TE","NO","MIN","2022-10-02T12:30:00Z","20.5","over","-117","undefined","null","null","under","-114","undefined","null","null"
"rush_recv_yd","M. Ingram II","RB","NO","MIN","2022-10-02T12:30:00Z","22.5","over","-110","undefined","null","null","under","-120","undefined","null","null"
"rush_yd","M. Ingram II","RB","NO","MIN","2022-10-02T12:30:00Z","25.5","over","105","undefined","null","null","under","-135","undefined","null","null"
"recv_rec","T. Smith","WR","NO","MIN","2022-10-02T12:30:00Z","2.5","over","119","undefined","null","null","under","-164","undefined","null","null"
"recv_yd","T. Smith","WR","NO","MIN","2022-10-02T12:30:00Z","26.5","over","-117","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","C. Kmet","TE","CHI","NYG","2022-10-02T17:00:00Z","2.5","over","109","undefined","null","null","under","-146","undefined","null","null"
"recv_yd","C. Kmet","TE","CHI","NYG","2022-10-02T17:00:00Z","22.5","over","-117","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","D. Mooney","WR","CHI","NYG","2022-10-02T17:00:00Z","3.5","over","105","undefined","null","null","under","-140","undefined","null","null"
"recv_yd","D. Mooney","WR","CHI","NYG","2022-10-02T17:00:00Z","35.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","E. St. Brown","WR","CHI","NYG","2022-10-02T17:00:00Z","2.5","over","134","undefined","null","null","under","-180","undefined","null","null"
"recv_yd","E. St. Brown","WR","CHI","NYG","2022-10-02T17:00:00Z","23.5","over","-114","undefined","null","null","under","-115","undefined","null","null"
"pass_att","J. Fields","QB","CHI","NYG","2022-10-02T17:00:00Z","23.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"pass_comp","J. Fields","QB","CHI","NYG","2022-10-02T17:00:00Z","13.5","over","-117","undefined","null","null","under","-114","undefined","null","null"
"pass_int","J. Fields","QB","CHI","NYG","2022-10-02T17:00:00Z","0.5","over","-175","undefined","null","null","under","128","undefined","null","null"
"pass_td","J. Fields","QB","CHI","NYG","2022-10-02T17:00:00Z","0.5","over","-169","undefined","null","null","under","127","undefined","null","null"
"pass_yd","J. Fields","QB","CHI","NYG","2022-10-02T17:00:00Z","148.5","over","-109","undefined","null","null","under","-119","undefined","null","null"
"rush_att","J. Fields","QB","CHI","NYG","2022-10-02T17:00:00Z","7.5","over","-111","undefined","null","null","under","-125","undefined","null","null"
"rush_yd","J. Fields","QB","CHI","NYG","2022-10-02T17:00:00Z","39.5","over","-114","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","K. Herbert","RB","CHI","NYG","2022-10-02T17:00:00Z","11.5","over","-119","undefined","null","null","under","-111","undefined","null","null"
"rush_att","K. Herbert","RB","CHI","NYG","2022-10-02T17:00:00Z","16.5","over","-116","undefined","null","null","under","-114","undefined","null","null"
"rush_recv_yd","K. Herbert","RB","CHI","NYG","2022-10-02T17:00:00Z","90.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","K. Herbert","RB","CHI","NYG","2022-10-02T17:00:00Z","74.5","over","-112","undefined","null","null","under","-121","undefined","null","null"
"recv_rec","D. Bellinger","TE","NYG","CHI","2022-10-02T17:00:00Z","1.5","over","-190","undefined","null","null","under","137","undefined","null","null"
"recv_yd","D. Bellinger","TE","NYG","CHI","2022-10-02T17:00:00Z","17.5","over","-119","undefined","null","null","under","-111","undefined","null","null"
"pass_att","D. Jones","QB","NYG","CHI","2022-10-02T17:00:00Z","28.5","over","-120","undefined","null","null","under","-110","undefined","null","null"
"pass_comp","D. Jones","QB","NYG","CHI","2022-10-02T17:00:00Z","18.5","over","-110","undefined","null","null","under","-122","undefined","null","null"
"pass_int","D. Jones","QB","NYG","CHI","2022-10-02T17:00:00Z","0.5","over","-102","undefined","null","null","under","-134","undefined","null","null"
"pass_td","D. Jones","QB","NYG","CHI","2022-10-02T17:00:00Z","0.5","over","-268","undefined","null","null","under","189","undefined","null","null"
"pass_yd","D. Jones","QB","NYG","CHI","2022-10-02T17:00:00Z","193.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"rush_att","D. Jones","QB","NYG","CHI","2022-10-02T17:00:00Z","6.5","over","-107","undefined","null","null","under","-126","undefined","null","null"
"rush_yd","D. Jones","QB","NYG","CHI","2022-10-02T17:00:00Z","30.5","over","-121","undefined","null","null","under","-111","undefined","null","null"
