"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"pass_att","C. McCoy","QB","ARZ","SF","2022-11-22T01:15:00Z","33.5","over","-124","undefined","null","null","under","-107","undefined","null","null"
"pass_comp","C. McCoy","QB","ARZ","SF","2022-11-22T01:15:00Z","21.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"pass_int","C. McCoy","QB","ARZ","SF","2022-11-22T01:15:00Z","0.5","over","-154","undefined","null","null","under","113","undefined","null","null"
"pass_td","C. McCoy","QB","ARZ","SF","2022-11-22T01:15:00Z","1.5","over","175","undefined","null","null","under","-241","undefined","null","null"
"pass_yd","C. McCoy","QB","ARZ","SF","2022-11-22T01:15:00Z","221.5","over","-102","0.024744554455445322","null","null","under","-132","-0.09873448275862046","null","null"
"recv_rec","D. Hopkins","WR","ARZ","SF","2022-11-22T01:15:00Z","6.5","over","104","undefined","null","null","under","-138","undefined","null","null"
"recv_yd","D. Hopkins","WR","ARZ","SF","2022-11-22T01:15:00Z","74.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","J. Conner","RB","ARZ","SF","2022-11-22T01:15:00Z","3.5","over","-102","undefined","null","null","under","-132","undefined","null","null"
"recv_yd","J. Conner","RB","ARZ","SF","2022-11-22T01:15:00Z","20.5","over","-111","undefined","null","null","under","-121","undefined","null","null"
"rush_att","J. Conner","RB","ARZ","SF","2022-11-22T01:15:00Z","14.5","over","-116","undefined","null","null","under","-115","undefined","null","null"
"rush_recv_yd","J. Conner","RB","ARZ","SF","2022-11-22T01:15:00Z","75.5","over","-120","undefined","null","null","under","-111","undefined","null","null"
"rush_yd","J. Conner","RB","ARZ","SF","2022-11-22T01:15:00Z","51.5","over","-120","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","R. Moore","WR","ARZ","SF","2022-11-22T01:15:00Z","5.5","over","-139","undefined","null","null","under","104","undefined","null","null"
"recv_yd","R. Moore","WR","ARZ","SF","2022-11-22T01:15:00Z","54.5","over","-110","undefined","null","null","under","-123","undefined","null","null"
"recv_rec","T. McBride","TE","ARZ","SF","2022-11-22T01:15:00Z","2.5","over","-105","undefined","null","null","under","-128","undefined","null","null"
"recv_yd","T. McBride","TE","ARZ","SF","2022-11-22T01:15:00Z","22.5","over","-109","undefined","null","null","under","-124","undefined","null","null"
"recv_rec","B. Aiyuk","WR","SF","ARZ","2022-11-22T01:15:00Z","4.5","over","106","undefined","null","null","under","-141","undefined","null","null"
"recv_yd","B. Aiyuk","WR","SF","ARZ","2022-11-22T01:15:00Z","54.5","over","-119","undefined","null","null","under","-114","undefined","null","null"
"recv_rec","C. McCaffrey","RB","SF","ARZ","2022-11-22T01:15:00Z","4.5","over","-130","undefined","null","null","under","-104","undefined","null","null"
"recv_yd","C. McCaffrey","RB","SF","ARZ","2022-11-22T01:15:00Z","36.5","over","-126","undefined","null","null","under","-107","undefined","null","null"
"rush_att","C. McCaffrey","RB","SF","ARZ","2022-11-22T01:15:00Z","15.5","over","107","undefined","null","null","under","-145","undefined","null","null"
"rush_recv_yd","C. McCaffrey","RB","SF","ARZ","2022-11-22T01:15:00Z","105.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_yd","C. McCaffrey","RB","SF","ARZ","2022-11-22T01:15:00Z","63.5","over","-109","undefined","null","null","under","-120","undefined","null","null"
"recv_rec","D. Samuel","WR","SF","ARZ","2022-11-22T01:15:00Z","4.5","over","-123","undefined","null","null","under","-109","undefined","null","null"
"recv_yd","D. Samuel","WR","SF","ARZ","2022-11-22T01:15:00Z","52.5","over","-116","undefined","null","null","under","-119","undefined","null","null"
"recv_rec","G. Kittle","TE","SF","ARZ","2022-11-22T01:15:00Z","4.5","over","117","undefined","null","null","under","-159","undefined","null","null"
"recv_yd","G. Kittle","TE","SF","ARZ","2022-11-22T01:15:00Z","45.5","over","-135","undefined","null","null","under","-102","undefined","null","null"
"recv_rec","J. Jennings","WR","SF","ARZ","2022-11-22T01:15:00Z","1.5","over","110","undefined","null","null","under","-147","undefined","null","null"
"recv_yd","J. Jennings","WR","SF","ARZ","2022-11-22T01:15:00Z","14.5","over","-122","undefined","null","null","under","-112","undefined","null","null"
"pass_att","J. Garoppolo","QB","SF","ARZ","2022-11-22T01:15:00Z","32.5","over","100","undefined","null","null","under","-134","undefined","null","null"
"pass_comp","J. Garoppolo","QB","SF","ARZ","2022-11-22T01:15:00Z","22.5","over","-112","undefined","null","null","under","-120","undefined","null","null"
"pass_int","J. Garoppolo","QB","SF","ARZ","2022-11-22T01:15:00Z","0.5","over","112","undefined","null","null","under","-150","undefined","null","null"
"pass_td","J. Garoppolo","QB","SF","ARZ","2022-11-22T01:15:00Z","1.5","over","-128","undefined","null","null","under","-104","undefined","null","null"
"pass_yd","J. Garoppolo","QB","SF","ARZ","2022-11-22T01:15:00Z","251.5","over","-113","-0.06376338028169032","null","null","under","-119","-0.010124657534246295","null","null"
"rush_yd","J. Garoppolo","QB","SF","ARZ","2022-11-22T01:15:00Z","1.5","over","-128","undefined","null","null","under","-106","undefined","null","null"
"recv_rec","K. Juszczyk","RB","SF","ARZ","2022-11-22T01:15:00Z","1.5","over","150","undefined","null","null","under","-204","undefined","null","null"
"recv_yd","K. Juszczyk","RB","SF","ARZ","2022-11-22T01:15:00Z","7.5","over","-105","undefined","null","null","under","-128","undefined","null","null"
