"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_yd","J. McKissic","RB","WAS","CHI","2022-10-14T00:15:00Z","22.5","over","-118","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","J. Bates","TE","WAS","CHI","2022-10-14T00:15:00Z","1.5","over","-183","undefined","null","null","under","133","undefined","null","null"
"recv_yd","J. Bates","TE","WAS","CHI","2022-10-14T00:15:00Z","16.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","T. McLaurin","WR","WAS","CHI","2022-10-14T00:15:00Z","3.5","over","-163","undefined","null","null","under","123","undefined","null","null"
"recv_yd","T. McLaurin","WR","WAS","CHI","2022-10-14T00:15:00Z","53.5","over","-131","undefined","null","null","under","-104","undefined","null","null"
"recv_yd","D. London","WR","ATL","SF","2022-10-16T17:00:00Z","49.5","over","-116","undefined","null","null","under","-118","undefined","null","null"
"pass_int","M. Mariota","QB","ATL","SF","2022-10-16T17:00:00Z","0.5","over","-103","undefined","null","null","under","-129","undefined","null","null"
"pass_td","M. Mariota","QB","ATL","SF","2022-10-16T17:00:00Z","1.5","over","196","undefined","null","null","under","-276","undefined","null","null"
"pass_yd","M. Mariota","QB","ATL","SF","2022-10-16T17:00:00Z","195.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_yd","M. Mariota","QB","ATL","SF","2022-10-16T17:00:00Z","29.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","O. Zaccheaus","WR","ATL","SF","2022-10-16T17:00:00Z","28.5","over","-110","undefined","null","null","under","-122","undefined","null","null"
"rush_yd","T. Allgeier","RB","ATL","SF","2022-10-16T17:00:00Z","48.5","over","-107","undefined","null","null","under","-126","undefined","null","null"
"recv_yd","B. Aiyuk","WR","SF","ATL","2022-10-16T17:00:00Z","46.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_yd","D. Samuel","WR","SF","ATL","2022-10-16T17:00:00Z","58.5","over","-117","undefined","null","null","under","-117","undefined","null","null"
"recv_yd","G. Kittle","TE","SF","ATL","2022-10-16T17:00:00Z","44.5","over","-122","undefined","null","null","under","-111","undefined","null","null"
"recv_yd","J. Wilson Jr.","RB","SF","ATL","2022-10-16T17:00:00Z","7.5","over","-123","undefined","null","null","under","-108","undefined","null","null"
"rush_yd","J. Wilson Jr.","RB","SF","ATL","2022-10-16T17:00:00Z","65.5","over","-122","undefined","null","null","under","-112","undefined","null","null"
"pass_int","J. Garoppolo","QB","SF","ATL","2022-10-16T17:00:00Z","0.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_td","J. Garoppolo","QB","SF","ATL","2022-10-16T17:00:00Z","1.5","over","109","undefined","null","null","under","-146","undefined","null","null"
"pass_yd","J. Garoppolo","QB","SF","ATL","2022-10-16T17:00:00Z","232.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_yd","J. Garoppolo","QB","SF","ATL","2022-10-16T17:00:00Z","0.5","over","-127","undefined","null","null","under","-106","undefined","null","null"
"recv_yd","K. Juszczyk","RB","SF","ATL","2022-10-16T17:00:00Z","8.5","over","-120","undefined","null","null","under","-110","undefined","null","null"
"recv_yd","C. Claypool","WR","PIT","TB","2022-10-16T17:00:00Z","39.5","over","-113","undefined","null","null","under","-120","undefined","null","null"
"recv_yd","D. Johnson","WR","PIT","TB","2022-10-16T17:00:00Z","57.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_yd","G. Pickens","WR","PIT","TB","2022-10-16T17:00:00Z","47.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_int","K. Pickett","QB","PIT","TB","2022-10-16T17:00:00Z","0.5","over","-221","undefined","null","null","under","159","undefined","null","null"
"pass_td","K. Pickett","QB","PIT","TB","2022-10-16T17:00:00Z","1.5","over","182","undefined","null","null","under","-253","undefined","null","null"
"recv_yd","N. Harris","RB","PIT","TB","2022-10-16T17:00:00Z","12.5","over","-120","undefined","null","null","under","-110","undefined","null","null"
"rush_recv_yd","N. Harris","RB","PIT","TB","2022-10-16T17:00:00Z","59.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","N. Harris","RB","PIT","TB","2022-10-16T17:00:00Z","43.5","over","-113","undefined","null","null","under","-118","undefined","null","null"
"recv_yd","C. Godwin","WR","TB","PIT","2022-10-16T17:00:00Z","60.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"rush_yd","L. Fournette","RB","TB","PIT","2022-10-16T17:00:00Z","59.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_yd","M. Evans","WR","TB","PIT","2022-10-16T17:00:00Z","61.5","over","-125","undefined","null","null","under","-108","undefined","null","null"
"pass_int","T. Brady","QB","TB","PIT","2022-10-16T17:00:00Z","0.5","over","101","undefined","null","null","under","-136","undefined","null","null"
"pass_td","T. Brady","QB","TB","PIT","2022-10-16T17:00:00Z","1.5","over","-193","undefined","null","null","under","141","undefined","null","null"
"pass_yd","T. Brady","QB","TB","PIT","2022-10-16T17:00:00Z","275.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","T. Brady","QB","TB","PIT","2022-10-16T17:00:00Z","0.5","over","110","undefined","null","null","under","-151","undefined","null","null"
"recv_yd","A. Thielen","WR","MIN","MIA","2022-10-16T17:00:00Z","52.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","D. Cook","RB","MIN","MIA","2022-10-16T17:00:00Z","73.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_yd","J. Jefferson","WR","MIN","MIA","2022-10-16T17:00:00Z","89.5","over","-116","undefined","null","null","under","-118","undefined","null","null"
"pass_int","K. Cousins","QB","MIN","MIA","2022-10-16T17:00:00Z","0.5","over","117","undefined","null","null","under","-157","undefined","null","null"
"pass_td","K. Cousins","QB","MIN","MIA","2022-10-16T17:00:00Z","1.5","over","-157","undefined","null","null","under","116","undefined","null","null"
"pass_yd","K. Cousins","QB","MIN","MIA","2022-10-16T17:00:00Z","269.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_recv_yd","A. Dillon","RB","GB","NYJ","2022-10-16T17:00:00Z","68.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","A. Dillon","RB","GB","NYJ","2022-10-16T17:00:00Z","51.5","over","-118","undefined","null","null","under","-116","undefined","null","null"
"rush_recv_yd","A. Jones","RB","GB","NYJ","2022-10-16T17:00:00Z","85.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","A. Jones","RB","GB","NYJ","2022-10-16T17:00:00Z","59.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"pass_int","A. Rodgers","QB","GB","NYJ","2022-10-16T17:00:00Z","0.5","over","187","undefined","null","null","under","-266","undefined","null","null"
"pass_td","A. Rodgers","QB","GB","NYJ","2022-10-16T17:00:00Z","1.5","over","-182","undefined","null","null","under","135","undefined","null","null"
"pass_yd","A. Rodgers","QB","GB","NYJ","2022-10-16T17:00:00Z","241.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_recv_yd","B. Hall","RB","NYJ","GB","2022-10-16T17:00:00Z","82.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","B. Hall","RB","NYJ","GB","2022-10-16T17:00:00Z","57.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_yd","M. Carter","RB","NYJ","GB","2022-10-16T17:00:00Z","29.5","over","-111","undefined","null","null","under","-124","undefined","null","null"
"pass_int","Z. Wilson","QB","NYJ","GB","2022-10-16T17:00:00Z","0.5","over","-180","undefined","null","null","under","134","undefined","null","null"
"pass_td","Z. Wilson","QB","NYJ","GB","2022-10-16T17:00:00Z","1.5","over","164","undefined","null","null","under","-224","undefined","null","null"
"pass_yd","Z. Wilson","QB","NYJ","GB","2022-10-16T17:00:00Z","219.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","Z. Wilson","QB","NYJ","GB","2022-10-16T17:00:00Z","10.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"pass_int","K. Murray","QB","ARZ","SEA","2022-10-16T20:05:00Z","0.5","over","-123","undefined","null","null","under","-109","undefined","null","null"
"pass_td","K. Murray","QB","ARZ","SEA","2022-10-16T20:05:00Z","1.5","over","-135","undefined","null","null","under","101","undefined","null","null"
"pass_yd","K. Murray","QB","ARZ","SEA","2022-10-16T20:05:00Z","259.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","M. Brown","WR","ARZ","SEA","2022-10-16T20:05:00Z","67.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"recv_yd","Z. Ertz","TE","ARZ","SEA","2022-10-16T20:05:00Z","46.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","D. Metcalf","WR","SEA","ARZ","2022-10-16T20:05:00Z","68.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"pass_td","G. Smith","QB","SEA","ARZ","2022-10-16T20:05:00Z","1.5","over","-162","undefined","null","null","under","120","undefined","null","null"
"pass_yd","G. Smith","QB","SEA","ARZ","2022-10-16T20:05:00Z","261.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_yd","K. Walker III","RB","SEA","ARZ","2022-10-16T20:05:00Z","59.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"recv_yd","T. Lockett","WR","SEA","ARZ","2022-10-16T20:05:00Z","70.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","C. McCaffrey","RB","CAR","LA","2022-10-16T20:05:00Z","38.5","over","-114","undefined","null","null","under","-119","undefined","null","null"
"rush_recv_yd","C. McCaffrey","RB","CAR","LA","2022-10-16T20:05:00Z","102.5","over","-128","undefined","null","null","under","-103","undefined","null","null"
"rush_yd","C. McCaffrey","RB","CAR","LA","2022-10-16T20:05:00Z","59.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","D. Moore","WR","CAR","LA","2022-10-16T20:05:00Z","4.5","over","-106","undefined","null","null","under","-130","undefined","null","null"
"recv_yd","D. Moore","WR","CAR","LA","2022-10-16T20:05:00Z","53.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"recv_yd","R. Anderson","WR","CAR","LA","2022-10-16T20:05:00Z","35.5","over","-115","undefined","null","null","under","-118","undefined","null","null"
"rush_yd","C. Akers","RB","LA","CAR","2022-10-16T20:05:00Z","41.5","over","-121","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","C. Kupp","WR","LA","CAR","2022-10-16T20:05:00Z","8.5","over","-109","undefined","null","null","under","-125","undefined","null","null"
"recv_yd","C. Kupp","WR","LA","CAR","2022-10-16T20:05:00Z","94.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"pass_int","M. Stafford","QB","LA","CAR","2022-10-16T20:05:00Z","0.5","over","-108","undefined","null","null","under","-124","undefined","null","null"
"pass_td","M. Stafford","QB","LA","CAR","2022-10-16T20:05:00Z","1.5","over","-167","undefined","null","null","under","124","undefined","null","null"
"pass_yd","M. Stafford","QB","LA","CAR","2022-10-16T20:05:00Z","267.5","over","-111","undefined","null","null","under","-121","undefined","null","null"
"rush_yd","M. Stafford","QB","LA","CAR","2022-10-16T20:05:00Z","2.5","over","-121","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","T. Higbee","TE","LA","CAR","2022-10-16T20:05:00Z","5.5","over","-130","undefined","null","null","under","-103","undefined","null","null"
"recv_yd","T. Higbee","TE","LA","CAR","2022-10-16T20:05:00Z","54.5","over","-120","undefined","null","null","under","-110","undefined","null","null"
