"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_rec","J. Chase","WR","CIN","CLV","2022-12-11T18:00:00Z","6.5","over","101","undefined","null","null","under","-135","undefined","null","null"
"recv_yd","J. Chase","WR","CIN","CLV","2022-12-11T18:00:00Z","83.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"pass_att","J. Burrow","QB","CIN","CLV","2022-12-11T18:00:00Z","36.5","over","-111","undefined","null","null","under","-120","undefined","null","null"
"pass_comp","J. Burrow","QB","CIN","CLV","2022-12-11T18:00:00Z","24.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"pass_int","J. Burrow","QB","CIN","CLV","2022-12-11T18:00:00Z","0.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_td","J. Burrow","QB","CIN","CLV","2022-12-11T18:00:00Z","2.5","over","156","undefined","null","null","under","-214","undefined","null","null"
"pass_yd","J. Burrow","QB","CIN","CLV","2022-12-11T18:00:00Z","282.5","over","-112","undefined","null","null","under","-121","undefined","null","null"
"rush_yd","J. Burrow","QB","CIN","CLV","2022-12-11T18:00:00Z","15.5","over","-107","undefined","null","null","under","-126","undefined","null","null"
"recv_yd","J. Mixon","RB","CIN","CLV","2022-12-11T18:00:00Z","24.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_att","J. Mixon","RB","CIN","CLV","2022-12-11T18:00:00Z","14.5","over","-130","undefined","null","null","under","-104","undefined","null","null"
"rush_recv_yd","J. Mixon","RB","CIN","CLV","2022-12-11T18:00:00Z","88.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","J. Mixon","RB","CIN","CLV","2022-12-11T18:00:00Z","59.5","over","-118","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","S. Perine","RB","CIN","CLV","2022-12-11T18:00:00Z","10.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"rush_yd","S. Perine","RB","CIN","CLV","2022-12-11T18:00:00Z","19.5","over","-111","undefined","null","null","under","-121","undefined","null","null"
"recv_rec","T. Higgins","WR","CIN","CLV","2022-12-11T18:00:00Z","5.5","over","110","undefined","null","null","under","-148","undefined","null","null"
"recv_yd","T. Higgins","WR","CIN","CLV","2022-12-11T18:00:00Z","69.5","over","-112","undefined","null","null","under","-120","undefined","null","null"
"recv_rec","T. Boyd","WR","CIN","CLV","2022-12-11T18:00:00Z","3.5","over","-129","undefined","null","null","under","-105","undefined","null","null"
"recv_yd","T. Boyd","WR","CIN","CLV","2022-12-11T18:00:00Z","40.5","over","-115","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","A. Cooper","WR","CLV","CIN","2022-12-11T18:00:00Z","4.5","over","-102","undefined","null","null","under","-131","undefined","null","null"
"recv_yd","A. Cooper","WR","CLV","CIN","2022-12-11T18:00:00Z","59.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","D. Bell","WR","CLV","CIN","2022-12-11T18:00:00Z","20.5","over","-118","undefined","null","null","under","-115","undefined","null","null"
"pass_att","D. Watson","QB","CLV","CIN","2022-12-11T18:00:00Z","31.5","over","-106","undefined","null","null","under","-130","undefined","null","null"
"pass_comp","D. Watson","QB","CLV","CIN","2022-12-11T18:00:00Z","18.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"pass_int","D. Watson","QB","CLV","CIN","2022-12-11T18:00:00Z","0.5","over","-130","undefined","null","null","under","-104","undefined","null","null"
"pass_td","D. Watson","QB","CLV","CIN","2022-12-11T18:00:00Z","1.5","over","154","undefined","null","null","under","-207","undefined","null","null"
"pass_yd","D. Watson","QB","CLV","CIN","2022-12-11T18:00:00Z","224.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","D. Watson","QB","CLV","CIN","2022-12-11T18:00:00Z","25.5","over","-116","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","D. Peoples-Jones","WR","CLV","CIN","2022-12-11T18:00:00Z","3.5","over","-101","undefined","null","null","under","-134","undefined","null","null"
"recv_yd","D. Peoples-Jones","WR","CLV","CIN","2022-12-11T18:00:00Z","49.5","over","-116","undefined","null","null","under","-118","undefined","null","null"
"recv_yd","H. Bryant","TE","CLV","CIN","2022-12-11T18:00:00Z","14.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","K. Hunt","RB","CLV","CIN","2022-12-11T18:00:00Z","1.5","over","-146","undefined","null","null","under","109","undefined","null","null"
"recv_yd","K. Hunt","RB","CLV","CIN","2022-12-11T18:00:00Z","10.5","over","-121","undefined","null","null","under","-110","undefined","null","null"
"rush_recv_yd","K. Hunt","RB","CLV","CIN","2022-12-11T18:00:00Z","42.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"rush_yd","K. Hunt","RB","CLV","CIN","2022-12-11T18:00:00Z","27.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"recv_yd","N. Chubb","RB","CLV","CIN","2022-12-11T18:00:00Z","7.5","over","-123","undefined","null","null","under","-110","undefined","null","null"
"rush_att","N. Chubb","RB","CLV","CIN","2022-12-11T18:00:00Z","15.5","over","-124","undefined","null","null","under","-108","undefined","null","null"
"rush_recv_yd","N. Chubb","RB","CLV","CIN","2022-12-11T18:00:00Z","87.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","N. Chubb","RB","CLV","CIN","2022-12-11T18:00:00Z","76.5","over","-120","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","D. Bellinger","TE","NYG","PHI","2022-12-11T18:00:00Z","2.5","over","-182","undefined","null","null","under","134","undefined","null","null"
"recv_yd","D. Bellinger","TE","NYG","PHI","2022-12-11T18:00:00Z","27.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"pass_att","D. Jones","QB","NYG","PHI","2022-12-11T18:00:00Z","30.5","over","-113","undefined","null","null","under","-118","undefined","null","null"
"pass_comp","D. Jones","QB","NYG","PHI","2022-12-11T18:00:00Z","19.5","over","-116","undefined","null","null","under","-114","undefined","null","null"
"pass_int","D. Jones","QB","NYG","PHI","2022-12-11T18:00:00Z","0.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"pass_td","D. Jones","QB","NYG","PHI","2022-12-11T18:00:00Z","0.5","over","-256","undefined","null","null","under","186","undefined","null","null"
"pass_yd","D. Jones","QB","NYG","PHI","2022-12-11T18:00:00Z","199.5","over","-108","0.03420881432692302","null","null","under","-126","-0.11085627459646014","null","null"
"rush_att","D. Jones","QB","NYG","PHI","2022-12-11T18:00:00Z","6.5","over","-146","undefined","null","null","under","106","undefined","null","null"
"rush_yd","D. Jones","QB","NYG","PHI","2022-12-11T18:00:00Z","35.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","D. Slayton","WR","NYG","PHI","2022-12-11T18:00:00Z","3.5","over","-131","undefined","null","null","under","100","undefined","null","null"
"recv_yd","D. Slayton","WR","NYG","PHI","2022-12-11T18:00:00Z","44.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","I. Hodgins","WR","NYG","PHI","2022-12-11T18:00:00Z","2.5","over","-127","undefined","null","null","under","-105","undefined","null","null"
"recv_yd","I. Hodgins","WR","NYG","PHI","2022-12-11T18:00:00Z","27.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","S. Barkley","RB","NYG","PHI","2022-12-11T18:00:00Z","3.5","over","-127","undefined","null","null","under","-106","undefined","null","null"
"recv_yd","S. Barkley","RB","NYG","PHI","2022-12-11T18:00:00Z","20","over","-112","undefined","null","null","under","-117","undefined","null","null"
"rush_att","S. Barkley","RB","NYG","PHI","2022-12-11T18:00:00Z","17.5","over","-104","undefined","null","null","under","-132","undefined","null","null"
"rush_recv_yd","S. Barkley","RB","NYG","PHI","2022-12-11T18:00:00Z","90","over","-117","undefined","null","null","under","-112","undefined","null","null"
"rush_yd","S. Barkley","RB","NYG","PHI","2022-12-11T18:00:00Z","69.5","over","-112","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","A. Brown","WR","PHI","NYG","2022-12-11T18:00:00Z","5.5","over","112","undefined","null","null","under","-149","undefined","null","null"
"recv_yd","A. Brown","WR","PHI","NYG","2022-12-11T18:00:00Z","72.5","over","-123","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","D. Smith","WR","PHI","NYG","2022-12-11T18:00:00Z","4.5","over","-125","undefined","null","null","under","-107","undefined","null","null"
"recv_yd","D. Smith","WR","PHI","NYG","2022-12-11T18:00:00Z","56.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","J. Stoll","TE","PHI","NYG","2022-12-11T18:00:00Z","9.5","over","-113","undefined","null","null","under","-116","undefined","null","null"
"pass_att","J. Hurts","QB","PHI","NYG","2022-12-11T18:00:00Z","29.5","over","-110","undefined","null","null","under","-121","undefined","null","null"
"pass_comp","J. Hurts","QB","PHI","NYG","2022-12-11T18:00:00Z","18.5","over","-126","undefined","null","null","under","-105","undefined","null","null"
"pass_int","J. Hurts","QB","PHI","NYG","2022-12-11T18:00:00Z","0.5","over","138","undefined","null","null","under","-188","undefined","null","null"
"pass_td","J. Hurts","QB","PHI","NYG","2022-12-11T18:00:00Z","1.5","over","-109","undefined","null","null","under","-122","undefined","null","null"
"pass_yd","J. Hurts","QB","PHI","NYG","2022-12-11T18:00:00Z","227.5","over","-117","-0.0001861751152077984","null","null","under","-113","-0.06952863849765206","null","null"
"rush_att","J. Hurts","QB","PHI","NYG","2022-12-11T18:00:00Z","9.5","over","-114","undefined","null","null","under","-114","undefined","null","null"
"rush_yd","J. Hurts","QB","PHI","NYG","2022-12-11T18:00:00Z","50.5","over","-115","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","M. Sanders","RB","PHI","NYG","2022-12-11T18:00:00Z","1.5","over","150","undefined","null","null","under","-204","undefined","null","null"
"recv_yd","M. Sanders","RB","PHI","NYG","2022-12-11T18:00:00Z","5.5","over","-118","undefined","null","null","under","-113","undefined","null","null"
"rush_att","M. Sanders","RB","PHI","NYG","2022-12-11T18:00:00Z","13.5","over","-111","undefined","null","null","under","-121","undefined","null","null"
"rush_recv_yd","M. Sanders","RB","PHI","NYG","2022-12-11T18:00:00Z","69.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","M. Sanders","RB","PHI","NYG","2022-12-11T18:00:00Z","59.5","over","-123","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","Q. Watkins","WR","PHI","NYG","2022-12-11T18:00:00Z","2.5","over","112","undefined","null","null","under","-150","undefined","null","null"
"recv_yd","Q. Watkins","WR","PHI","NYG","2022-12-11T18:00:00Z","28.5","over","-112","undefined","null","null","under","-120","undefined","null","null"
"recv_rec","D. Knox","TE","BUF","NYJ","2022-12-11T18:00:00Z","2.5","over","-142","undefined","null","null","under","107","undefined","null","null"
"recv_yd","D. Knox","TE","BUF","NYJ","2022-12-11T18:00:00Z","27.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","D. Singletary","RB","BUF","NYJ","2022-12-11T18:00:00Z","1.5","over","-115","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","D. Singletary","RB","BUF","NYJ","2022-12-11T18:00:00Z","8.5","over","-108","undefined","null","null","under","-123","undefined","null","null"
"rush_att","D. Singletary","RB","BUF","NYJ","2022-12-11T18:00:00Z","10.5","over","101","undefined","null","null","under","-134","undefined","null","null"
"rush_recv_yd","D. Singletary","RB","BUF","NYJ","2022-12-11T18:00:00Z","53.5","over","-106","undefined","null","null","under","-128","undefined","null","null"
"rush_yd","D. Singletary","RB","BUF","NYJ","2022-12-11T18:00:00Z","41.5","over","-109","undefined","null","null","under","-123","undefined","null","null"
"recv_rec","G. Davis","WR","BUF","NYJ","2022-12-11T18:00:00Z","3.5","over","119","undefined","null","null","under","-161","undefined","null","null"
"recv_yd","G. Davis","WR","BUF","NYJ","2022-12-11T18:00:00Z","46.5","over","-110","undefined","null","null","under","-122","undefined","null","null"
"recv_rec","I. McKenzie","WR","BUF","NYJ","2022-12-11T18:00:00Z","3.5","over","136","undefined","null","null","under","-185","undefined","null","null"
"recv_yd","I. McKenzie","WR","BUF","NYJ","2022-12-11T18:00:00Z","30.5","over","-116","undefined","null","null","under","-115","undefined","null","null"
"recv_yd","J. Cook","RB","BUF","NYJ","2022-12-11T18:00:00Z","13.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"rush_recv_yd","J. Cook","RB","BUF","NYJ","2022-12-11T18:00:00Z","52.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","J. Cook","RB","BUF","NYJ","2022-12-11T18:00:00Z","33.5","over","-117","undefined","null","null","under","-116","undefined","null","null"
"pass_att","J. Allen","QB","BUF","NYJ","2022-12-11T18:00:00Z","33.5","over","-127","undefined","null","null","under","-105","undefined","null","null"
"pass_comp","J. Allen","QB","BUF","NYJ","2022-12-11T18:00:00Z","21.5","over","-129","undefined","null","null","under","-106","undefined","null","null"
"pass_int","J. Allen","QB","BUF","NYJ","2022-12-11T18:00:00Z","0.5","over","-136","undefined","null","null","under","100","undefined","null","null"
"pass_td","J. Allen","QB","BUF","NYJ","2022-12-11T18:00:00Z","1.5","over","-163","undefined","null","null","under","122","undefined","null","null"
"pass_yd","J. Allen","QB","BUF","NYJ","2022-12-11T18:00:00Z","250.5","over","-110","undefined","null","null","under","-123","undefined","null","null"
"rush_att","J. Allen","QB","BUF","NYJ","2022-12-11T18:00:00Z","7.5","over","-122","undefined","null","null","under","-109","undefined","null","null"
"rush_yd","J. Allen","QB","BUF","NYJ","2022-12-11T18:00:00Z","44.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","S. Diggs","WR","BUF","NYJ","2022-12-11T18:00:00Z","6.5","over","103","undefined","null","null","under","-138","undefined","null","null"
"recv_yd","S. Diggs","WR","BUF","NYJ","2022-12-11T18:00:00Z","74.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","C. Uzomah","TE","NYJ","BUF","2022-12-11T18:00:00Z","1.5","over","132","undefined","null","null","under","-182","undefined","null","null"
"recv_yd","C. Uzomah","TE","NYJ","BUF","2022-12-11T18:00:00Z","9.5","over","-110","undefined","null","null","under","-123","undefined","null","null"
"recv_rec","C. Davis","WR","NYJ","BUF","2022-12-11T18:00:00Z","2.5","over","-178","undefined","null","null","under","131","undefined","null","null"
"recv_yd","C. Davis","WR","NYJ","BUF","2022-12-11T18:00:00Z","37.5","over","-110","undefined","null","null","under","-121","undefined","null","null"
"recv_rec","E. Moore","WR","NYJ","BUF","2022-12-11T18:00:00Z","2.5","over","117","undefined","null","null","under","-158","undefined","null","null"
"recv_yd","E. Moore","WR","NYJ","BUF","2022-12-11T18:00:00Z","25.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","G. Wilson","WR","NYJ","BUF","2022-12-11T18:00:00Z","5.5","over","121","undefined","null","null","under","-160","undefined","null","null"
"recv_yd","G. Wilson","WR","NYJ","BUF","2022-12-11T18:00:00Z","64.5","over","-120","undefined","null","null","under","-111","undefined","null","null"
"recv_yd","M. Carter","RB","NYJ","BUF","2022-12-11T18:00:00Z","10.5","over","-112","undefined","null","null","under","-120","undefined","null","null"
"rush_recv_yd","M. Carter","RB","NYJ","BUF","2022-12-11T18:00:00Z","32.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","M. Carter","RB","NYJ","BUF","2022-12-11T18:00:00Z","18.5","over","-120","undefined","null","null","under","-113","undefined","null","null"
"pass_att","M. White","QB","NYJ","BUF","2022-12-11T18:00:00Z","36.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"pass_comp","M. White","QB","NYJ","BUF","2022-12-11T18:00:00Z","22.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"pass_int","M. White","QB","NYJ","BUF","2022-12-11T18:00:00Z","1.5","over","160","undefined","null","null","under","-219","undefined","null","null"
"pass_td","M. White","QB","NYJ","BUF","2022-12-11T18:00:00Z","1.5","over","133","undefined","null","null","under","-177","undefined","null","null"
