EV	PN EV	EV Book	Imp	Game	Player	Prop	O/U	FD	Bet365	DK	MGM	PN	Kambi	CZ	SZN	LYR	Splits	Opp Rank	LYR Opp Rank
-43.1	-	1100 FD	8%	MIN @ CLE	Steven Kwan	tb	o 4.5	'+1100	-	-	-	-	-	-	0%	0%	2,1,3,0,1,1,1,2,1,0,0,4,1,1,1,2,0,1,2,2,1,2,2,1,2,2,1,1,0,0	9th	18th
-43.1	-	950 FD	10%	KC @ TB	Yandy Diaz	tb	o 4.5	'+950	-	-	-	-	-	-	0%	0%	1,0,1,0,1,1,1,0,1,0,2,1,2,2,1,3,1,2,0,0,3,0,1,3,3,1,1,1,2,1	8th	4th
-43.1	-	1100 FD	8%	KC @ TB	Danny Jansen	tb	o 4.5	'+1100	-	-	-	-	-	-	0%	0%	0,0,0,0,0,1,1,1,3,0,0,1,0,1,0,1,1,1,0,1,1,0	8th	4th
-43.1	-	1100 FD	8%	DET @ LAA	Jo Adell	tb	o 4.5	'+1100	-	-	-	-	-	-	0%	0%	1,1,1,0,2,0,0,0,2,1,0,0,1,0,3,0,1,1,0,0,1,0,0,0,1	5th	1st
-43.1	-	950 FD	10%	CHC @ PIT	Dansby Swanson	rbi	o 1.5	'+950	-	'+800	-	-	-	-	10%	0%	0,1,0,0,0,1,3,1,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0	16th	20th
-43.2	-	750 FD	12%	KC @ TB	Bobby Witt	h	o 2.5	'+750	-	'+650	-	-	-	-	3%	0%	1,1,1,2,1,0,1,1,2,0,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,2	8th	10th
-43.2	-	750 DK	12%	BOS @ TOR	Ceddanne Rafaela	rbi	o 1.5	'+650	-	'+750	-	-	-	-	11%	0%	1,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,5,0,0	22nd	22nd
-43.5	-	1000 DK	9%	STL @ CIN	Brendan Donovan	sb	o 0.5	'+880	-	'+1000/-2500	-	-	750/-2500	-	0%	0%		22nd	17th
-43.5	-	1100 DK	8%	ARI @ NYM	Jesse Winker	sb	o 0.5	-	-	'+1100/-2500	-	-	-	-	0%	0%		18th	6th
-43.7	-	1800 DK	5%	KC @ TB	Kameron Misner	sb	o 0.5	'+640	-	'+1800/-6000	-	-	-	-	0%	0%		1st	0th
-43.7	-	1300 DK	7%	CHC @ PIT	Andrew Mccutchen	sb	o 0.5	-	-	'+1300/-3500	-	-	-	-	0%	0%		2nd	15th
-43.7	-	700 FD	12%	BOS @ TOR	Alejandro Kirk	rbi	o 1.5	'+700	-	'+650	-	-	-	-	13%	0%	0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,2	23rd	19th
-43.7	-	700 FD	12%	ARI @ NYM	Jesse Winker	rbi	o 1.5	'+700	-	'+650	-	-	-	-	5%	0%	0,1,0,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1	24th	26th
-43.8	-	1500 DK	6%	COL @ SF	Michael Toglia	sb	o 0.5	-	-	'+1500/-4000	-	-	-	-	0%	0%		9th	27th
-43.8	-	430 FD	19%	ATH @ TEX		f5_total	o 8.5	'+430/-750	-	-	-	-	-	-	0%	0%		0	0
-43.8	-	1500 DK	6%	ARI @ NYM	Jeff Mcneil	sb	o 0.5	-	-	'+1500/-4000	-	-	-	-	0%	0%		18th	6th
-44.0	-	1000 FD	9%	WSH @ PHI	Johan Rojas	tb	o 3.5	'+1000	-	'+850	-	-	-	-	0%	0%	1,1,0,2,0,0,0,0,1,0,2,3,1,0,1,1,0,0,1,2,2	22nd	25th
-44.0	-	550 MGM	15%	STL @ CIN		f5_total	u 1.5	-	-	-	-1000/+550	-	-	-	0%	0%		0	0
-44.1	-	750 FD	12%	STL @ CIN	Lars Nootbaar	rbi	o 1.5	'+750	-	'+700	-	-	-	-	18%	0%	2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,3,0,1,2,0,0,0	10th	15th
-44.1	-	650 FD	13%	STL @ CIN	Jose Trevino	rbi	o 1.5	'+650	-	'+650	-	-	-	-	4%	0%	0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0	19th	17th
-44.1	-	700 FD	12%	MIN @ CLE	Carlos Correa	h	o 2.5	'+700	-	'+700	-	-	-	-	3%	0%	0,0,0,0,0,2,0,1,1,0,2,1,0,1,1,0,1,0,2,1,1,0,0,0,1,2,3,2,1,0	24th	2nd
-44.1	-	800 FD	11%	MIN @ CLE	Angel Martinez	rbi	o 1.5	'+800	-	'+700	-	-	-	-	6%	0%	1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0	7th	21st
-44.1	-	750 FD	12%	KC @ TB	Michael Massey	rbi	o 1.5	'+750	-	'+750	-	-	-	-	4%	0%	1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0	9th	7th
-44.1	-	650 FD	13%	KC @ TB	Drew Waters	h	o 1.5	'+650	-	'+650	-	-	-	-	24%	0%	1,1,0,0,1,0,1,0,2,3,2,0,2,0,1,1,1	8th	10th
-44.1	-	700 FD	12%	DET @ LAA	Zach Neto	tb	o 4.5	'+700	-	-	-	-	-	-	0%	0%	1,1,2,0,0,3,1,3,1,1,1	5th	1st
-44.1	-	700 FD	12%	CHC @ PIT	Miguel Amaya	tb	o 3.5	'+700	-	'+700	-	-	-	-	0%	0%	1,2,1,1,1,0,2,0,0,2,0,3,0,0,2,1,1	16th	20th
-44.1	-	700 FD	12%	CHC @ PIT	Alexander Canario	rbi	o 1.5	'+700	-	'+700	-	-	-	-	0%	0%	0,0,0,0,0,0,1,0,0,0,0,0	18th	8th
-44.1	-	750 DK	12%	ATH @ TEX	Luis Urias	rbi	o 1.5	'+700	-	'+750	-	-	-	-	5%	0%	1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0	6th	18th
-44.2	-	600 FD	14%	WSH @ PHI	Bryson Stott	rbi	o 1.5	'+600	-	'+600	-	-	-	-	11%	0%	0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,3,0,3,0,0,0,1,0,0,1	27th	23rd
-44.2	-	1200 DK	8%	STL @ CIN		home_total	o 9.5	-	-	'+1200/-2500	'+950/-3000	-	-	-	0%	0%		0	0
-44.2	-	600 FD	14%	ARI @ NYM	Brandon Nimmo	rbi	o 1.5	'+600	-	'+600	-	-	-	-	10%	0%	0,0,0,2,1,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,9,0	24th	26th
-44.4	-	1100 DK	8%	DET @ LAA	Zach Mckinstry	rbi	o 1.5	'+750	-	'+1100	-	-	-	-	14%	0%	0,0,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,1	26th	25th
-44.4	-	1000 DK	9%	CHC @ PIT		away_total	o 8.5	'+870	-	'+1000/-2000	'+850/-2500	-	-	850/-2500	0%	0%		0	0
-44.5	-	800 FD	11%	MIL @ CHW	Luis Robert	tb	o 4.5	'+800	-	-	-	-	-	-	0%	0%	1,1,2,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,3	14th	8th
-44.5	-	800 FD	11%	ATH @ TEX	Kevin Pillar	tb	o 4.5	'+800	-	-	-	-	-	-	0%	0%	2,0,1,1,0,0,1,0,0,2,0,0,0,1,1,0	27th	23rd
-44.6	-	600 FD	14%	STL @ CIN	Matt Mclain	tb	o 4.5	'+600	-	-	-	-	-	-	0%	0%	0,2,1,2,1,0,0,0,0,2,0,1,1,2,1,0,0,0,0,1,0,1	10th	21st
-44.6	-	1400 DK	7%	ATH @ TEX	Josh Jung	sb	o 0.5	'+920	-	'+1400/-4000	-	-	-	-	0%	0%		24th	11th
-44.7	-	1200 DK	8%	CHC @ PIT	Enmanuel Valdez	sb	o 0.5	'+830	-	'+1200/-3000	-	-	-	-	0%	0%		2nd	15th
-44.9	-	850 FD	11%	MIN @ CLE	Daniel Schneemann	rbi	o 1.5	'+850	-	'+750	-	-	-	-	0%	0%	0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0	7th	21st
-44.9	-	850 FD	11%	KC @ TB	Taylor Walls	tb	o 3.5	'+850	-	'+800	-	-	-	-	0%	0%	0,1,1,0,0,0,0,0,1,1,0,1,2,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0	8th	4th
-44.9	-	850 DK	11%	KC @ TB	Kameron Misner	rbi	o 1.5	'+750	-	'+850	-	-	-	-	8%	0%	1,0,0,1,2,0,0,1,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0	3rd	3rd
-45.0	-	1200 DK	8%	ARI @ NYM		home_total	o 9.5	-	-	'+1200/-2500	'+1000/-3000	-	-	-	0%	0%		0	0
-45.4	-	580 FD	15%	KC @ TB		f5_total	o 8.5	'+580	-	-	-	-	-	-	0%	0%		0	0
-45.4	-	1700 FD	6%	COL @ SF	Mickey Moniak	tb	o 4.5	'+1700	-	-	-	-	-	-	0%	0%	0,0,1,1,1,0,0,1,0,1,0,0,0,2,1,1,2,0,1,1,0,0,1,1,0,0	6th	10th
-45.5	-	1400 DK	7%	CHC @ PIT	Henry Davis	sb	o 0.5	'+1020	-	'+1400/-3500	-	-	-	-	0%	0%		2nd	15th
-45.5	-	625 MGM	14%	ATH @ TEX		f5_total	u 1.5	-	-	-	-1200/+625	-	-	-	0%	0%		0	0
-45.7	-45.7	850 DK	11%	ARI @ NYM	Tyrone Taylor	hr	o 0.5	-	-	'+850	-	854/-2105	-	-	4%	0%	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	22nd	13th
-45.8	-	900 FD	10%	WSH @ PHI	Nathaniel Lowe	tb	o 4.5	'+900	-	-	-	-	-	-	0%	0%	1,2,3,0,1,1,2,0,1,1,0,0,1,0,2,1,2,1,2,0,4,1,1,0,0,0,0,2,1,1	23rd	16th
-45.8	-	900 FD	10%	CHC @ PIT	Nico Hoerner	tb	o 3.5	'+900	-	'+800	-	-	-	-	0%	0%	2,0,1,3,1,1,0,2,3,1,0,0,1,1,2,3,0,2,0,1,2,0,1,0,2,1,2	16th	20th
-46.0	-	750 DK	12%	COL @ SF	David Villar	rbi	o 1.5	'+650	-	'+750	-	-	-	-	0%	0%	0,0	28th	29th
-46.1	-	525 MGM	16%	MIL @ CHW		f5_total	u 1.5	-	-	-	-1000/+525	-	-	-	0%	0%		0	0
-46.1	-	1300 MGM	7%	COL @ SF	Jung Hoo Lee	hr	o 0.5	'+1300	-	'+1300	'+1300/-3000	-	1000/-3335	700	7%	0%	0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	20th	30th
-46.3	-	500 FD	17%	KC @ TB	Seth Lugo	k	o 7.5	'+500	-	-	-	-	-	-	17%	0%	4,2,6,4,5,8	17th	6th
-46.3	-	1200 FD	8%	BOS @ TOR	George Springer	tb	o 4.5	'+1200	-	-	-	-	-	-	0%	0%	0,2,0,2,2,2,1,2,0,0,4,2,0,2,0,1,0,2,0,1,1,0,1,1,2,0,0	11th	19th
-46.3	-	500 FD	17%	ATH @ TEX	Wyatt Langford	tb	o 4.5	'+500	-	-	-	-	-	-	0%	0%	1,2,1,2,0,2,0,1,1,0,0,2,1,3,1,3,3,1,0,2,0	27th	23rd
-46.4	-	800 DK	11%	COL @ SF	Heliot Ramos	sb	o 0.5	'+640	-	'+800/-1600	-	-	750/-2500	-	0%	0%		27th	25th
-46.5	-46.5	800 DK	11%	ARI @ NYM	Luis Torrens	hr	o 0.5	-	-	'+800	-	833/-2014	-	-	5%	0%	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	22nd	13th
-46.6	-	950 FD	10%	WSH @ PHI	Luis Garcia	h	o 2.5	'+950	-	'+800	-	-	-	-	0%	0%	2,0,0,0,0,1,1,2,0,1,1,0,2,0,1,0,0,2,1,2,0,1,2,2,1,0,1	23rd	20th
-46.6	-	950 DK	10%	MIN @ CLE	Edouard Julien	rbi	o 1.5	'+800	-	'+950	-	-	-	-	0%	0%	0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0	21st	2nd
-46.6	-	700 DK	12%	COL @ SF	Luis Matos	rbi	o 1.5	'+650	-	'+700	-	-	-	-	0%	0%	0,0,1,0,0,0,0,0,0,0,0,0	28th	29th
-46.6	-	700 DK	12%	COL @ SF	Jung Hoo Lee	rbi	o 1.5	'+650	-	'+700	-	-	-	-	10%	0%	0,1,1,0,0,1,0,0,0,0,1,3,0,4,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,1	28th	29th
-46.8	-	950 DK	10%	STL @ CIN		away_total	o 9.5	-	-	'+950/-1800	'+850/-2500	-	-	-	0%	0%		0	0
-46.8	-	950 DK	10%	ATH @ TEX		home_total	o 9.5	-	-	'+950/-1800	'+850/-2500	-	-	-	0%	0%		0	0
-47.0	-	850 DK	11%	ATH @ TEX	Kevin Pillar	rbi	o 1.5	'+700	-	'+850	-	-	-	-	0%	0%	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	25th	24th
-47.1	-	1600 DK	6%	MIN @ CLE	Daniel Schneemann	sb	o 0.5	-	-	'+1600/-5000	-	-	-	-	0%	0%		13th	8th
-47.2	-	1100 DK	8%	KC @ TB	Christopher Morel	sb	o 0.5	'+370	-	'+1100/-2500	-	-	1000/-5000	-	0%	0%		1st	0th
-47.2	-	650 FD	13%	DET @ LAA	Zach Neto	rbi	o 1.5	'+650	-	'+650	-	-	-	-	9%	0%	1,0,2,0,0,1,0,1,0,0,1	4th	4th
-47.2	-	750 FD	12%	BOS @ TOR	Ernie Clement	rbi	o 1.5	'+750	-	'+700	-	-	-	-	4%	0%	0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	23rd	19th
-47.2	-	950 DK	10%	BOS @ TOR		away_total	o 9.5	'+870	-	'+950/-1800	'+875/-2500	-	-	-	0%	0%		0	0
-47.3	-	1400 DK	7%	MIL @ CHW	Miguel Vargas	sb	o 0.5	-	-	'+1400/-4000	-	-	-	-	0%	0%		4th	9th
-47.4	-	1000 FD	9%	KC @ TB	Maikel Garcia	rbi	o 1.5	'+1000	-	'+800	-	-	-	-	10%	0%	0,1,0,2,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	9th	7th
-47.4	-	1000 FD	9%	COL @ SF	Ryan Mcmahon	rbi	o 1.5	'+1000	-	'+800	-	-	-	-	0%	0%	0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	8th	12th
-47.4	-	700 FD	12%	CHC @ PIT	Ian Happ	rbi	o 1.5	'+700	-	'+700	-	-	-	-	10%	0%	0,1,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,1	16th	20th
-47.6	-	650 FD	13%	ATH @ TEX	Lawrence Butler	tb	o 4.5	'+650	-	-	-	-	-	-	0%	0%	0,1,1,0,1,1,0,2,3,2,1,1,0,0,0,3,2,1,2,1,2,0,1,1,1,0,1,0,1,2	3rd	15th
-47.7	-	1400 DK	7%	COL @ SF	Alan Trejo	hr	o 0.5	'+1300	-	'+1400	'+1300/-5000	-	-	750	0%	0%	0,0,0,0	3rd	3rd
-47.8	-	1000 FD	9%	WSH @ PHI	Jose Tena	tb	o 4.5	'+1000	-	-	-	-	-	-	0%	0%	1,0,0,0,0,2,0,3,0,3,1,1,1,0,0	23rd	16th
-47.8	-	1000 FD	9%	WSH @ PHI	Dylan Crews	tb	o 4.5	'+1000	-	-	-	-	-	-	0%	0%	0,0,0,0,0,1,0,2,0,2,0,0,0,1,1,1,3,2,1,1,0,3,2,1,1,0,0	23rd	16th
-47.8	-	1000 FD	9%	CHC @ PIT	Seiya Suzuki	tb	o 4.5	'+1000	-	-	-	-	-	-	0%	0%	0,0,1,1,0,2,2,2,3,0,0,0,3,3,2,1,0,2,2,1,0,2,2,2,0,3,0	16th	20th
-47.8	-	1000 FD	9%	ARI @ NYM	Mark Vientos	tb	o 4.5	'+1000	-	-	-	-	-	-	0%	0%	1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,2,0,1,1,2,1,2,2,0,2	24th	28th
-47.9	-	1000 DK	9%	BOS @ TOR	Kristian Campbell	sb	o 0.5	'+920	-	'+1000/-2500	-	-	850/-3335	-	0%	0%		6th	14th
-48.1	-	850 FD	11%	ATH @ TEX	Jhonny Pereda	tb	o 3.5	'+850	-	'+850	-	-	-	-	0%	0%	0,0,1,1,2,0,0	3rd	15th
-48.4	-	1900 DK	5%	WSH @ PHI	Nick Castellanos	sb	o 0.5	-	-	'+1900/-6000	-	-	-	-	0%	0%		13th	20th
-48.4	-	1600 FD	6%	MIN @ CLE	Daniel Schneemann	tb	o 4.5	'+1600	-	-	-	-	-	-	0%	0%	0,1,0,0,1,0,0,0,1,2,2,2,0,1,0,1,1,1,1,1,0	9th	18th
-48.4	-	1600 FD	6%	MIL @ CHW	Brooks Baldwin	tb	o 4.5	'+1600	-	-	-	-	-	-	0%	0%	1,2,1,0,1,1,1,0,0,0,0,2,1,1,1,1,1,0,1,1,1,0,2,1,1,0,1	14th	8th
-48.4	-	1600 FD	6%	KC @ TB	Kameron Misner	tb	o 4.5	'+1600	-	-	-	-	-	-	0%	0%	1,2,0,1,1,1,2,1,1,0,1,2,1,3,1,1,0,0,1,3,0,0,1,0,0,1	8th	4th
-48.4	-	1600 FD	6%	DET @ LAA	Javier Baez	tb	o 4.5	'+1600	-	-	-	-	-	-	0%	0%	0,0,4,0,0,3,1,1,1,1,0,1,0,2,0,1,1,1,1,0,3,0,2,1,1	21st	24th
-48.4	-	1900 DK	5%	ARI @ NYM	Pete Alonso	sb	o 0.5	-	-	'+1900/-6000	-	-	-	-	0%	0%		18th	6th
-48.5	-	850 FD	11%	WSH @ PHI	Jt Realmuto	tb	o 4.5	'+850	-	-	-	-	-	-	0%	0%	1,1,0,1,3,2,0,0,1,2,0,1,0,2,0,0,1,3,1,2,1,2,1,1,0,3	22nd	25th
-48.5	-	850 FD	11%	WSH @ PHI	Bryson Stott	tb	o 4.5	'+850	-	-	-	-	-	-	0%	0%	0,2,0,1,2,1,1,1,0,2,1,0,1,1,2,1,1,3,1,2,2,0,0,2,1,0,2	22nd	25th
-48.5	-	850 FD	11%	STL @ CIN	Luken Baker	tb	o 4.5	'+850	-	-	-	-	-	-	0%	0%	2,1,0,0,1,0,0,3,0,2,1,0,0,0,0,0	13th	17th
-48.5	-	850 FD	11%	MIL @ CHW	Miguel Vargas	rbi	o 1.5	'+850	-	'+800	-	-	-	-	7%	0%	2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1	15th	5th
-48.9	-	700 DK	12%	MIL @ CHW	Joey Ortiz	sb	o 0.5	'+630	-	'+700/-1400	-	-	-	-	0%	0%		7th	24th
-49.0	-	1100 FD	8%	DET @ LAA	Nolan Schanuel	rbi	o 1.5	'+1100	-	'+800	-	-	-	-	4%	0%	0,0,0,1,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0	4th	4th
-49.1	-	1000 DK	9%	WSH @ PHI	Johan Rojas	rbi	o 1.5	'+750	-	'+1000	-	-	-	-	5%	0%	1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,2,0	27th	23rd
-49.3	-	1200 FD	8%	KC @ TB	Yandy Diaz	h	o 2.5	'+1200	-	'+850	-	-	-	-	10%	0%	1,0,1,0,1,1,1,0,1,0,2,0,2,2,1,2,1,1,0,0,3,0,0,3,3,1,1,0,2,1	6th	13th
-49.4	-	900 DK	10%	BOS @ TOR	Andres Gimenez	rbi	o 1.5	'+700	-	'+900	-	-	-	-	7%	0%	2,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	23rd	19th
-49.4	-	1100 DK	8%	ARI @ NYM		away_total	o 8.5	-	-	'+1100/-2500	'+950/-3000	-	-	850/-3300	0%	0%		0	0
-49.8	-	950 FD	10%	KC @ TB	Kyle Isbel	tb	o 3.5	'+950	-	'+900	-	-	-	-	0%	0%	1,1,0,0,0,1,1,0,3,1,0,0,0,3,0,1,0,0,0,2,2,0,0,0,1,0,2	15th	12th
-49.8	-	950 FD	10%	BOS @ TOR	Alan Roden	rbi	o 1.5	'+950	-	'+800	-	-	-	-	4%	0%	0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0	23rd	19th
-49.9	-	650 FD	13%	BOS @ TOR	Triston Casas	rbi	o 1.5	'+650	-	'+650	-	-	-	-	12%	0%	0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,0	22nd	22nd
-50.1	-	1300 FD	7%	STL @ CIN	Brendan Donovan	h	o 2.5	'+1300	-	'+950	-	-	-	-	15%	0%	2,1,1,1,0,0,3,3,3,2,1,1,1,1,4,1,1,1,2,0,1,1,2,2,1,0,1	2nd	15th
-50.1	-	1300 FD	7%	CHC @ PIT	Nico Hoerner	h	o 2.5	'+1300	-	'+950	-	-	-	-	11%	0%	2,0,1,3,1,1,0,2,3,1,0,0,1,1,2,3,0,2,0,1,2,0,1,0,1,1,2	14th	24th
-50.2	-	950 FD	10%	BOS @ TOR	Daulton Varsho	tb	o 4.5	'+950	-	-	-	-	-	-	0%	0%		25th	22nd
-50.3	-	2500 DK	4%	CHC @ PIT	Michael Busch	sb	o 0.5	'+900	-	'+2500/-20000	-	-	-	-	0%	0%		20th	29th
-50.5	-	1100 FD	8%	CHC @ PIT	Michael Busch	tb	o 4.5	'+1100	-	-	-	-	-	-	0%	0%	0,0,2,0,2,0,3,0,0,1,0,2,0,1,0,4,2,1,1,0,3,2,1,1,1,0,0,1,0	16th	20th
-50.5	-	1100 FD	8%	BOS @ TOR	Bo Bichette	tb	o 4.5	'+1100	-	-	-	-	-	-	0%	0%	1,2,4,1,0,2,0,0,3,0,1,3,0,1,4,2,0,1,2,1,2,2,1,0,1,1,2,2,2	11th	19th
-50.5	-	1100 FD	8%	ATH @ TEX	Luis Urias	tb	o 4.5	'+1100	-	-	-	-	-	-	0%	0%	1,0,0,2,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1	3rd	15th
-50.8	-	800 FD	11%	BOS @ TOR	Bo Bichette	rbi	o 1.5	'+800	-	'+750	-	-	-	-	7%	0%	0,1,0,0,0,2,0,0,1,0,0,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0	23rd	19th
-50.8	-	2200 DK	4%	ARI @ NYM	Jose Herrera	hr	o 0.5	-	-	'+2200	'+1900	-	-	900	10%	0%	0,0,0,1,0,0,0,0,0,0	1st	7th
-50.9	-	800 FD	11%	CHC @ PIT		f5_total	o 8.5	'+800	-	-	-	-	-	-	0%	0%		0	0
-51.0	-	850 DK	11%	DET @ LAA	Javier Baez	rbi	o 1.5	'+750	-	'+850	-	-	-	-	12%	0%	0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4	26th	25th
-51.1	-	1000 FD	9%	MIN @ CLE	Jose Ramirez	h	o 2.5	'+1000	-	'+850	-	-	-	-	7%	0%	0,0,3,0,2,3,0,0,1,0,0,1,1,0,2,2,0,2,1,1,2,0,1,2,0,1,1,0,2	16th	17th
-51.1	-	1000 FD	9%	COL @ SF	Mickey Moniak	rbi	o 1.5	'+1000	-	'+850	-	-	-	-	12%	0%	0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0	8th	12th
-51.1	-	1000 FD	9%	COL @ SF	Brenton Doyle	rbi	o 1.5	'+1000	-	'+850	-	-	-	-	10%	0%	0,1,0,0,0,0,0,0,4,1,1,5,0,0,1,0,0,0,0,1	8th	12th
-51.2	-	800 FD	11%	MIN @ CLE	Byron Buxton	h	o 2.5	'+800	-	'+800	-	-	-	-	4%	0%	0,0,1,0,1,2,2,0,1,0,0,1,0,2,0,2,2,0,3,2,0,1,0,2,1,2,0,1	24th	2nd
-51.2	-	800 FD	11%	DET @ LAA	Riley Greene	tb	o 4.5	'+800	-	-	-	-	-	-	0%	0%	1,2,1,1,2,2,3,2,0,0,0,1,0,0,0,0,0,3,2,0,1,1,0,2,1,1,0,2,1,4	21st	24th
-51.2	-	800 FD	11%	CHC @ PIT	Nico Hoerner	rbi	o 1.5	'+800	-	'+800	-	-	-	-	4%	0%	1,0,0,1,0,1,1,1,1,2,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0	16th	20th
-51.2	-	2500 DK	4%	ATH @ TEX	Jacob Wilson	sb	o 0.5	'+1000	-	'+2500/-10000	-	-	-	-	0%	0%		26th	23rd
-51.4	-	950 DK	10%	COL @ SF	Tyler Fitzgerald	rbi	o 1.5	'+750	-	'+950	-	-	-	-	4%	0%	0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0	28th	29th
-51.5	-	1500 FD	6%	STL @ CIN	Santiago Espinal	tb	o 4.5	'+1500	-	-	-	-	-	-	0%	0%	2,1,0,1,0,2,3,0,0,1,1,2,2,0,0,2,1,0,3,0,0,3	10th	21st
-51.5	-	1500 FD	6%	STL @ CIN	Blake Dunn	tb	o 4.5	'+1500	-	-	-	-	-	-	0%	0%	0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,2,0,0,1,0	10th	21st
-51.5	-	1500 FD	6%	CHC @ PIT	Kebryan Hayes	tb	o 4.5	'+1500	-	-	-	-	-	-	0%	0%	1,1,0,0,0,2,1,1,2,1,1,0,1,0,0,3,0,0,0,1,2,2,1,1,2,2,1,1,2	20th	7th
-51.5	-	1500 FD	6%	CHC @ PIT	Henry Davis	tb	o 4.5	'+1500	-	-	-	-	-	-	0%	0%	0,0,1,1,1,0,0,0	20th	7th
-51.5	-	588 DK	15%	CHC @ PIT		spread	o -4.5	-	-	'+588/-1140	-	-	-	-	0%	0%		0	0
-51.5	-	1500 FD	6%	ATH @ TEX	Nick Kurtz	tb	o 4.5	'+1500	-	-	-	-	-	-	0%	0%	1,0,1,1,2,2,1	3rd	15th
-51.5	-	1500 FD	6%	ARI @ NYM	Pavin Smith	tb	o 4.5	'+1500	-	-	-	-	-	-	0%	0%	0,3,0,1,0,0,1,0,2,1,1,4,0,1,1,2,2,2,1,0,1,2,0,0,2,0,2,0	1st	3rd
-51.7	-	850 DK	11%	ATH @ TEX	Nick Kurtz	rbi	o 1.5	'+800	-	'+850	-	-	-	-	0%	0%	1,0,1,1,0,0,0	6th	18th
-51.8	-	500 MGM	17%	BOS @ TOR		f5_total	u 1.5	-	-	-	-900/+500	-	-	-	0%	0%		0	0
-52.1	-	2200 DK	4%	MIN @ CLE	Christian Vazquez	sb	o 0.5	'+880	-	'+2200/-8000	-	-	-	-	0%	0%		21st	2nd
-52.1	-	650 MGM	13%	MIN @ CLE		f5_total	u 1.5	-	-	-	-1400/+650	-	-	-	0%	0%		0	0
-52.9	-	2000 DK	5%	MIL @ CHW	Andrew Benintendi	sb	o 0.5	'+880	-	'+2000/-6000	-	-	-	-	0%	0%		4th	9th
-53.0	-	2200 DK	4%	WSH @ PHI	Kyle Schwarber	sb	o 0.5	-	-	'+2200/-8000	-	-	-	-	0%	0%		13th	20th
