NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Austin Gomber	+0	SP	L	-	.235	COL	@	MIN	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	3.4 IP 2 K, 2 H, 1 BB	Lopez	R		'+135
Pablo Lopez	+0	SP	R	-	.254	MIN	v	COL	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	26.1 IP 26 K, 17 H, 7 BB	Gomber	L		'+215
Chris Bassitt	+0	SP	R	-	.260	TOR	@	MIL	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	14.0 IP 13 K, 6 H, 2 BB	Myers	R		'+145
Tobias Myers	+0	SP	R	-	.233	MIL	v	TOR	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%		Bassitt	R		'+145
Framber Valdez	+0	SP	L	-	.241	HOU	@	SF	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	6.0 IP 8 K, 5 H, 2 BB	Webb	R		'+165
Logan Webb	+0	SP	R	-	.256	SF	v	HOU	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	7.2 IP 5 K, 5 H, 2 BB	Valdez	L		-220
Hogan Harris	+0	RP	L	-	0	OAK	@	SD	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%		King	R		'+160
Michael King	+0	SP	R	-	.215	SD	v	OAK	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	1.1 IP 2 K, 1 H, 1 BB	Harris	L		'+275
Cade Povich	+0	RP	L	-	0	BAL	v	ATL	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%		Schwellenbach	R		'+160
Spencer Schwellenbach	+0	SP	R	-	0	ATL	@	BAL	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%		Povich	L		'+150
Jake Irvin	+0	SP	R	-	.223	WSH	@	DET	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	2.2 IP 1 K, 5 H, 4 BB	Olson	R		'+155
Reese Olson	+0	SP	R	-	.235	DET	v	WSH	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%		Irvin	R		'+160
Aaron Civale	+0	SP	R	-	.270	TB	v	CHC	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	6.0 IP 2 K, 3 H, 1 BB	Assad	R		'+190
Javier Assad	+0	SP	R	-	.220	CHC	@	TB	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%		Civale	R		'+250
Cristopher Sanchez	+0	SP	L	-	.263	PHI	@	BOS	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	3.0 IP 2 K, 4 H, 1 BB	Pivetta	R		'+170
Nick Pivetta	+0	SP	R	-	.200	BOS	v	PHI	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	4.0 IP 4 K, 4 H, 2 BB	Sanchez	L		'+200
Nick Lodolo	+0	SP	L	-	.206	CIN	v	CLE	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	4.0 IP 4 K, 7 H, 3 BB	Bibee	R		'+225
Tanner Bibee	+0	SP	R	-	.239	CLE	@	CIN	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%		Lodolo	L		'+225
Braxton Garrett	+0	SP	L	-	.267	MIA	@	NYM	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	22.0 IP 22 K, 23 H, 3 BB	Peterson	L		'+160
David Peterson	+0	SP	L	-	0	NYM	v	MIA	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%		Garrett	L		'+200
Bailey Falter	+0	SP	L	-	.215	PIT	@	STL	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	9.2 IP 10 K, 4 H, 3 BB	Gray	R		'+140
Sonny Gray	+0	SP	R	-	.207	STL	v	PIT	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	6.2 IP 7 K, 4 H, 3 BB	Falter	L		'+295
Cody Poteet	+0	RP	R	-	0	NYY	@	KC	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%		Lynch	L		'+145
Bryce Miller	+0	SP	R	-	.200	SEA	v	CHW	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	7.0 IP 6 K, 4 H, 0 BB	Cannon	R		'+205
Jonathan Cannon	+0	SP	R	-	0	CHW	@	SEA	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%		Miller	R		'+265
Jose Soriano	+0	SP	R	-	.222	LAA	@	ARI	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	1.0 IP 1 K, 1 H, 1 BB	Cecconi	R		'+180
Slade Cecconi	+0	SP	R	-	.244	ARI	v	LAA	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%		Soriano	R		'+145
Walker Buehler	+0	SP	R	-	.292	LAD	v	TEX	-	-	hits_allowed_milestones	0		0.0	0%	0%	0%	0%	10.0 IP 9 K, 9 H, 5 BB	Gray	R		'+215
