NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Nolan Gorman	'+100	2B	L	6	.202	STL	v	ATL	4th	16th	tb	0.5	0,0,1,0,0,4,0,0,0,1	1.54	50%	30%	54%	77%	.391 9-23, 3 HR, 6 RBI, 3 BB, 9 SO	Lopez	R		-140
Jake Mccarthy	-210	RF	L	6	.287	ARI	v	MIN	20th	23rd	tb	0.5	0,0,3,3,2,3,0,1,0,1	1.03	50%	60%	54%	75%	.500 5-10, 0 HR, 0 RBI, 3 BB, 0 SO	Richardson	R		'+150
Jake Meyers	-205	CF	R	5	.260	HOU	v	COL	30th	1st	tb	0.5	0,0,0,0,4,1,4,0,0,4	1.26	50%	40%	50%	62%	.444 8-18, 0 HR, 1 RBI, 0 BB, 4 SO	Feltner	R		'+150
Trea Turner	-130	SS	R	2	.327	PHI	@	DET	12th	20th	tb	1.5	2,0,2,2,1,5,1,1,2,0	1.88	50%	50%	49%	18%	.263 5-19, 2 HR, 3 RBI, 2 BB, 1 SO	Montero	R		-105
Miguel Amaya	-145	C	R	8	.191	CHC	@	SF	24th	13th	tb	0.5	0,0,1,0,0,1,1,1,1,0	0.77	50%	50%	45%	43%	.136 3-22, 1 HR, 1 RBI, 0 BB, 8 SO	Birdsong	R		'+105
Christian Yelich	'+125	LF	L	3	.317	MIL	v	TEX	9th	19th	tb	1.5	1,0,4,2,1,2,0,1,1,1	1.8	50%	30%	44%	54%	.316 6-19, 0 HR, 1 RBI, 4 BB, 2 SO	Eovaldi	R	.000 1-1, 0 HR, 0 RBI, 0 BB, 0 SO	-175
Ezequiel Tovar	'+145	SS	R	2	.285	COL	@	HOU	14th	14th	tb	1.5	3,0,0,2,0,0,6,2,0,1	1.99	50%	40%	41%	14%	.154 4-26, 0 HR, 1 RBI, 0 BB, 12 SO	Arrighetti	R		-195
Garrett Stubbs	-130	C	L	9	.200	PHI	@	DET	12th	20th	tb	0.5	2,0,0,1,1,1,1,0,1,2	0.65	50%	70%	40%	50%	.400 2-5, 0 HR, 0 RBI, 0 BB, 3 SO	Montero	R		-105
Jarren Duran	-135	LF	L	1	.288	BOS	v	TOR	27th	15th	tb	1.5	3,2,1,1,5,5,2,4,4,0	2.0	50%	70%	39%	56%	.361 22-61, 4 HR, 10 RBI, 2 BB, 17 SO	Rodriguez	R		'+100
Forrest Wall	-160	RF	L	8	.273	ATL	@	STL	17th	3rd	tb	0.5	0,0,1,1,0,1	0.5	50%	50%	29%	100%	.500 1-2, 0 HR, 0 RBI, 1 BB, 0 SO	Gibson	R		'+120
Armando Alvarez	-145	1B		-	.600	OAK	@	LAA	21st	8th	tb	0.5	0,4	2.0	50%	50%	0%	100%	.750 3-4, 0 HR, 1 RBI, 0 BB, 1 SO	Contreras	R		'+105
Bryce Johnson	-145	CF	S	9	.167	SD	v	WSH	18th	2nd	tb	0.5	0,1	0.5	50%	50%	0%	50%	.167 1-6, 0 HR, 0 RBI, 0 BB, 2 SO	Herz	L		'+105
Cedric Mullins	-200	CF	L	7	.202	BAL	v	CLE	15th	17th	tb	0.5	2,1,1,0,2,6,2,4,0,2	1.11	49%	80%	63%	52%	.100 2-20, 0 HR, 1 RBI, 4 BB, 8 SO	Carrasco	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 0 SO	'+145
Richie Palacios	-165	RF	L	5	.249	TB	v	SEA	3rd	25th	tb	0.5	3,0,0,0,0,0,2,1,2,3	1.01	49%	50%	47%	71%	.368 7-19, 0 HR, 1 RBI, 1 BB, 1 SO	Kirby	R		'+120
Lenyn Sosa	-180	3B	R	9	.212	CHW	v	LAD	1st	18th	tb	0.5	2,7,2,0,0,0,0,1,0,0	1.0	49%	40%	46%	0%	.000 0-7, 0 HR, 0 RBI, 1 BB, 1 SO	Stone	R		'+130
Alec Bohm	-120	3B	R	4	.309	PHI	@	DET	12th	20th	tb	1.5	3,4,6,1,1,0,4,3,8,0	1.94	49%	60%	39%	50%	.444 4-9, 1 HR, 3 RBI, 0 BB, 1 SO	Montero	R		-110
Luis Arraez	'+115	2B	L	1	.317	SD	v	WSH	18th	2nd	tb	1.5	3,0,0,3,0,4,1,2,0,3	1.68	49%	50%	0%	50%	.111 1-9, 0 HR, 0 RBI, 1 BB, 1 SO	Herz	L		-155
Jose Siri	-135	CF	R	7	.215	TB	v	SEA	3rd	25th	tb	0.5	2,4,0,0,5,4,0,0,2,1	1.24	48%	60%	51%	38%	.292 7-24, 1 HR, 3 RBI, 3 BB, 8 SO	Kirby	R	.167 1-6, 0 HR, 0 RBI, 0 BB, 3 SO	'+100
Bo Naylor	-130	C	L	9	.202	CLE	@	BAL	5th	21st	tb	0.5	3,0,0,1,0,3,4,2,2,6	1.11	48%	70%	46%	75%	.417 5-12, 0 HR, 3 RBI, 2 BB, 1 SO	Rodriguez	R	.000 0-1, 0 HR, 0 RBI, 1 BB, 0 SO	-105
Lourdes Gurriel	'+100	LF	R	5	.259	ARI	v	MIN	20th	23rd	tb	1.5	0,2,0,0,2,2,2,5,2,0	1.62	48%	60%	43%	62%	.333 5-15, 2 HR, 3 RBI, 1 BB, 3 SO	Richardson	R		-135
Adley Rutschman	-105	C	S	2	.297	BAL	v	CLE	15th	17th	tb	1.5	0,4,2,0,4,6,0,1,2,1	1.95	48%	50%	42%	38%	.469 15-32, 0 HR, 3 RBI, 6 BB, 5 SO	Carrasco	R		-130
Trey Cabbage	-160	LF	L	-	.279	HOU	v	COL	30th	1st	tb	0.5	1,1,1,0,2,0,3,0,1,0	0.78	48%	60%	41%	50%	.500 1-2, 0 HR, 1 RBI, 0 BB, 0 SO	Feltner	R		'+115
Dylan Moore	-115	SS	R	-	.212	SEA	@	TB	28th	28th	tb	0.5	1,0,0,6,0,4,0,4,1,0	1.29	48%	50%	39%	38%	.167 1-6, 0 HR, 1 RBI, 1 BB, 2 SO	Pepiot	R		-120
Eddie Rosario	-145	RF	L	4	.181	WSH	@	SD	19th	30th	tb	0.5	0,2,0,1,0,3,1,0,0,0	1.08	47%	40%	64%	28%	.048 1-21, 0 HR, 0 RBI, 0 BB, 7 SO	Cease	R	.286 2-7, 0 HR, 1 RBI, 0 BB, 3 SO	'+105
Eugenio Suarez	-180	3B	R	7	.190	ARI	v	MIN	20th	23rd	tb	0.5	0,4,2,1,0,0,0,0,0,3	1.08	47%	40%	61%	68%	.333 10-30, 3 HR, 10 RBI, 3 BB, 7 SO	Richardson	R		'+130
Christian Vazquez	-210	C	R	-	.194	MIN	@	ARI	29th	10th	tb	0.5	2,4,1,2,4,0,1,0,2,0	0.89	47%	70%	58%	50%	.286 2-7, 0 HR, 0 RBI, 0 BB, 0 SO	Nelson	R		'+150
Mitch Garver	-120	DH	R	8	.176	SEA	@	TB	28th	28th	tb	0.5	0,4,0,4,0,0,0,1,4,4	1.19	47%	50%	55%	40%	.143 2-14, 2 HR, 3 RBI, 0 BB, 8 SO	Pepiot	R		-115
Mickey Moniak	-165	CF	L	8	.191	LAA	v	OAK	25th	4th	tb	0.5	7,4,0,0,2,0,0,1,2,4	0.92	47%	60%	54%	50%	.273 6-22, 2 HR, 7 RBI, 2 BB, 8 SO	Estes	R		'+125
