EV	PN EV	EV Book	Game	Prop	O/U	FD	DK	MGM	BV	PB	PN	Kambi
-3.4	-	-104 FD	san marino @ denmark	corners	o 11.5	-104/-130	-115/-120	-125/-120	-	-	-	-106/-125	-	-
-3.4	-	-145 MGM	peru @ argentina	1h_home_total	o 0.5	-154/120	-	-145/105	-	-	-	-	-	-
-3.4	-	-8000 FD	peru @ argentina	1h_away_total	u 1.5	3100/-8000	-	2000/-35000	-	-	-	-	-	-
-3.4	-	-3497 PB	northern ireland @ slovenia	spread	o 2.5	-	-	-	-	-3497/1300	-	-2500/1500	-	-
-3.4	-	-115 DK	northern ireland @ slovenia	2h_corners	u 4.5	-	-120/-115	-115/-130	-	-110/-130	-	-	-	-
-3.4	-	-140 DK	malta @ ukraine	1h_corners	u 4.5	-	'+105/-140	105/-160	-	115/-160	-	-	-	-
-3.4	-	-3000 MGM	lithuania @ hungary	total	u 5.5	1100/-6600	'+1300/-6000	1150/-3000	-	1600/-5988	-	1400/-10000	-	-
-3.4	-	-300 MGM	lithuania @ hungary	total	u 3.5	225/-350	'+245/-320	220/-300	-	240/-375	-	250/-335	-	-
-3.4	-	-8000 FD	lithuania @ hungary	corners	u 15.5	1550/-8000	-	-	-	2000/-8929	-	-	-	-
-3.4	-	-1200 MGM	england @ italy	total	o 0.5	-1800/700	-2000/+850	-1200/675	-	-1499/750	-	-1667/800	-	-
-3.4	-	160 MGM	england @ italy	corners	u 7.5	-210/152	-	-250/160	-	-200/140	-	-186/125	-	-
-3.4	-	-240 PB	england @ italy	away_corners	u 6.5	198/-280	-	-	-	160/-240	-	180/-295	-	-
-3.4	-	-160 DK	england @ italy	1h_corners	u 4.5	-	'+115/-160	115/-175	-	130/-180	-	133/-200	-	-
-3.4	-	-8000 FD	ecuador @ colombia	total	u 5.5	3000/-8000	-	2000/-35000	-	-	-	-	-	-
-3.4	-	330 FD	cayman islands @ virgin islands	total	o 4.5	330/-550	-	270/-400	-	-	-	-	-	-
-3.4	-3.4	-150 BV	caernarfon @ aberystwyth	spread	o -1.0	-	-	-	-150/+115	-	-156/126	-	-	-
-3.4	-3.4	-190 BV	caernarfon @ aberystwyth	spread	o -0.75	-	-	-	-190/+145	-	-204/157	-	-	-
-3.4	-	-126 FD	ad municipal liberia @ santos de guapiles	total	o 2.5	-126/-108	-	-140/100	-	-	-	-	-	-
-3.5	-	-1400 MGM	venezuela @ chile	1h_away_total	u 1.5	860/-1600	-	700/-1400	-	-	-	-	-	-
-3.5	-	-1200 MGM	uruguay @ brazil	total	u 4.5	770/-1450	-	600/-1200	-	-	-	-	-	-
-3.5	-	-105 DK	serbia @ montenegro	home_total	u 0.5	-115/-111	-125/-105	-120/-120	-	-115/-115	-	-122/-106	-	-
-3.5	-	-120 MGM	serbia @ montenegro	corners	u 8.5	-110/-122	-110/-125	-125/-120	-	105/-150	-	-103/-130	-	-
-3.5	-	-900 MGM	serbia @ montenegro	away_total	o 0.5	-1200/630	-1200/+600	-900/525	-	-1099/600	-	-1115/650	-	-
-3.5	-	-275 MGM	san marino @ denmark	home_total	o 3.5	-	-290/+210	-275/200	-	-	-	-335/230	-	-
-3.5	-	-1400 MGM	san marino @ denmark	2h_btts	u 	-	-	700/-1400	-	-	-	850/-2000	-	-
-3.5	-3.8	-700 MGM	paraguay @ bolivia	total	u 4.5	520/-850	-	400/-700	-	-	507/-697	-	-	-
-3.5	-	-3000 MGM	paraguay @ bolivia	total	o 0.5	-3000/1360	-	-3000/1000	-	-	-	-	-	-
-3.5	-	-128 FD	northern ireland @ slovenia	home_corners	u 4.5	-104/-128	'+105/-140	100/-145	-	-105/-135	-	108/-143	-	-
-3.5	-	-4500 FD	northern ireland @ slovenia	away_corners	u 8.5	1100/-4500	-	-	-	1600/-5988	-	-	-	-
-3.5	-	-4500 FD	england @ italy	corners	u 14.5	1240/-4500	-	-	-	1600/-5988	-	-	-	-
-3.5	-	-4500 FD	england @ italy	1h_home_total	u 1.5	1750/-4500	-	1400/-5000	-	1800/-6993	-	-	-	-
-3.5	-2.4	-105 BV	caernarfon @ aberystwyth	1h_spread	o -0.5	-	-	-	-105/-125	-	-110/-110	-115/-124	-	-
-3.6	-	-800 MGM	uruguay @ brazil	1h_home_total	u 1.5	560/-950	-	475/-800	-	-	-	-	-	-
-3.6	-	-2000 MGM	serbia @ montenegro	total	u 5.5	900/-3300	'+1100/-3000	950/-2000	-	1100/-3497	-	1100/-3335	-	-
-3.6	-	-3000 MGM	serbia @ montenegro	1h_away_total	u 2.5	1360/-3000	-	1000/-3000	-	1300/-3497	-	-	-	-
-3.6	-	-300 MGM	peru @ argentina	home_total	u 2.5	240/-330	-	210/-300	-	-	-	-	-	-
-3.6	-	128 FD	peru @ argentina	away_corners	u 2.5	-174/128	-	-165/110	-	-	-	-	-	-
-3.6	-	-8000 FD	paraguay @ bolivia	total	u 6.5	3200/-8000	-	1900/-15000	-	-	-	-	-	-
-3.6	-	-10000 MGM	northern ireland @ slovenia	home_total	u 3.5	1700/-10000	-	1650/-10000	-	2200/-10000	-	2200/-10000	-	-
-3.6	-	-260 PB	northern ireland @ slovenia	home_total	o 0.5	-290/215	-295/+215	-275/188	-	-260/190	-	-295/215	-	-
-3.6	-	-10000 MGM	northern ireland @ slovenia	2h_total	u 3.5	-	-	1550/-10000	-	2200/-10000	-	1800/-10000	-	-
-3.6	-	-158 FD	lithuania @ hungary	home_corners	o 5.5	-158/118	-	-	-	-160/115	-	-190/140	-	-
-3.6	-	105 MGM	guyana @ puerto rico	total	u 2.5	-130/-103	-	-150/105	-	-	-	-	-	-
-3.6	-	-210 MGM	guyana @ puerto rico	1h_total	u 1.5	172/-225	-	145/-210	-	-	-	-	-	-
-3.6	-	-111 FD	england @ italy	away_total	o 1.5	-111/-115	-120/-110	-	-	-115/-115	-	-120/-109	-	-
-3.6	-	140 PB	england @ italy	away_corners	u 4.5	-176/130	-	-	-	-200/140	-	-175/116	-	-
-3.6	-	-800 MGM	ecuador @ colombia	away_total	u 2.5	560/-1000	-	450/-800	-	-	-	-	-	-
-3.6	-	-300 MGM	ecuador @ colombia	away_total	o 0.5	-330/240	-	-300/210	-	-	-	-	-	-
-3.7	-	-1400 MGM	uruguay @ brazil	1h_total	u 2.5	840/-1600	-	700/-1400	-	-	-	-	-	-
-3.7	-	-8000 FD	uruguay @ brazil	1h_home_total	u 2.5	2700/-8000	-	1850/-15000	-	-	-	-	-	-
-3.7	-	-625 PB	serbia @ montenegro	corners	o 5.5	-800/460	-	-	-	-625/350	-	-715/450	-	-
-3.7	-	-3500 FD	serbia @ montenegro	away_corners	u 10.5	1020/-3500	-	-	-	1400/-4484	-	-	-	-
-3.7	-	-1400 MGM	peru @ argentina	total	u 4.5	840/-1600	-	650/-1400	-	-	-	-	-	-
-3.7	-3.7	-1000 MGM	peru @ argentina	1h_btts	u 	-	-	550/-1000	-	-	660/-1278	-	-	-
-3.7	-	-1200 MGM	paraguay @ bolivia	away_total	o 0.5	-1600/750	-	-1200/600	-	-	-	-	-	-
-3.7	-	110 FD	malta @ ukraine	total	u 2.5	-150/110	-135/+110	-140/100	-	-125/100	-	-132/107	-	-
-3.7	-	-150 PB	malta @ ukraine	1h_home_corners	o 2.5	-	-	-175/115	-	-150/105	-	-	-	-
-3.7	-	-750 MGM	lithuania @ hungary	home_total	u 3.5	600/-1100	'+500/-900	450/-750	-	500/-899	-	510/-835	-	-
-3.7	-	135 PB	lithuania @ hungary	2h_home_corners	o 3.5	-	-	115/-175	-	135/-190	-	-	-	-
-3.7	-	-5000 MGM	england @ italy	total	u 5.5	1200/-8000	'+1600/-20000	1500/-5000	-	2000/-8929	-	-	-	-
-3.7	-	-5000 MGM	england @ italy	home_total	u 2.5	1400/-6000	-	1500/-5000	-	1800/-6993	-	-	-	-
-3.7	-	-900 MGM	deportivo saprissa @ puntarenas	1h_total	u 2.5	610/-1100	-	500/-900	-	-	-	-	-	-
-3.7	-	138 FD	cayman islands @ virgin islands	total	o 3.5	138/-176	-	120/-175	-	-	-	-	-	-
-3.7	-	-375 MGM	caernarfon @ aberystwyth	1h_total	o 0.5	-400/280	-	-375/250	-	-	-	-500/295	0.7 - 0.4 - 1.1	0.4 - 1.0 - 1.4
-3.7	-	-275 MGM	ad municipal liberia @ santos de guapiles	1h_total	o 0.5	-300/220	-	-275/195	-	-	-	-	-	-
-3.8	-	175 PB	serbia @ montenegro	corners	o 9.5	152/-210	-	138/-210	-	175/-270	-	170/-230	-	-
-3.8	-4.6	-275 MGM	paraguay @ bolivia	1h_total	o 0.5	-310/225	-	-275/190	-	-	-263/221	-	-	-
-3.8	-	300 FD	northern ireland @ slovenia	away_corners	u 2.5	-460/300	-	-	-	-375/240	-	-	-	-
-3.8	-	-1600 FD	malta @ ukraine	away_corners	u 5.5	660/-1600	-	-	-	900/-2000	-	-	-	-
-3.8	-	-130 PB	malta @ ukraine	away_corners	o 2.5	-152/114	-135/+100	-155/100	-	-130/-110	-	-130/-103	-	-
-3.8	-	-12500 PB	malta @ ukraine	2h_away_total	u 1.5	-	-	2000/-35000	-	2500/-12500	-	-	-	-
-3.8	-	-1400 MGM	haverfordwest @ penybont	1h_total	u 2.5	830/-1600	-	650/-1400	-	-	-	-	0.0 - 0.7 - 0.7	0.4 - 0.6 - 1.0
-3.8	-	-12500 PB	england @ italy	away_total	u 4.5	2000/-20000	-	-	-	2500/-12500	-	-	-	-
-3.9	-3.6	145 MGM	venezuela @ chile	corners	u 7.5	-180/132	-	-225/145	-	-	-173/134	-	-	-
-3.9	-	-2000 MGM	venezuela @ chile	1h_total	u 2.5	1040/-2000	-	850/-2000	-	-	-	-	-	-
-3.9	-	-1400 MGM	uruguay @ brazil	total	o 0.5	-1600/820	-	-1400/675	-	-	-	-	-	-
-3.9	-	105 DK	serbia @ montenegro	total	u 2.5	-138/100	-130/+105	-135/-105	-	-120/-105	-	-127/102	-	-
-3.9	-	-210 MGM	serbia @ montenegro	corners	u 9.5	152/-210	-	138/-210	-	175/-270	-	170/-230	-	-
-3.9	-	-2000 MGM	serbia @ montenegro	2h_total	u 3.5	-	-	825/-2000	-	1050/-2247	-	1000/-2500	-	-
-3.9	-	-6000 FD	paraguay @ bolivia	1h_total	u 3.5	2200/-6000	-	1650/-10000	-	-	-	-	-	-
-3.9	-	-14925 PB	northern ireland @ slovenia	total	u 5.5	2000/-25000	-	2000/-20000	-	2800/-14925	-	-	-	-
-3.9	-	-2000 MGM	malta @ ukraine	total	u 5.5	900/-3300	'+1000/-2500	875/-2000	-	1100/-2994	-	1050/-3335	-	-
-3.9	-	-2500 MGM	malta @ ukraine	total	o 0.5	-4000/950	-5000/+1200	-2500/1050	-	-3497/1100	-	-5000/1300	-	-
-3.9	-	-1400 MGM	malta @ ukraine	home_total	o 0.5	-2500/870	-2000/+800	-1400/725	-	-1499/800	-	-1667/800	-	-
-3.9	-	-600 FD	malta @ ukraine	away_corners	u 4.5	360/-600	-	-	-	425/-800	-	-	-	-
-3.9	-	-800 MGM	lithuania @ hungary	home_total	o 0.5	-1000/560	-1000/+550	-800/500	-	-899/500	-	-1000/575	-	-
-3.9	-	-170 PB	lithuania @ hungary	1h_home_corners	o 2.5	-	-	-200/130	-	-170/120	-	-	-	-
-3.9	-	-5000 MGM	england @ italy	2h_total	u 3.5	-	-	1200/-5000	-	1500/-5000	-	1600/-5000	-	-
-3.9	-	-1200 MGM	ecuador @ colombia	1h_away_total	u 1.5	740/-1450	-	600/-1200	-	-	-	-	-	-
-4.0	-	-2000 MGM	uruguay @ brazil	away_total	u 2.5	1000/-3000	-	850/-2000	-	-	-	-	-	-
-4.0	-	220 FD	sporting sj @ municipal grecia	1h_total	u 0.5	-300/220	-	-	-265/+195	-	-	-	-	-
-4.0	-	-450 MGM	serbia @ montenegro	2h_total	u 2.5	-	-	290/-450	-	330/-500	-	340/-560	-	-
-4.0	-	-150 DK	san marino @ denmark	total	o 4.5	-175/125	-150/+120	-160/115	-	-	-	-150/120	-	-
-4.0	-	-1600 MGM	peru @ argentina	1h_total	u 2.5	890/-1800	-	725/-1600	-	-	-	-	-	-
-4.0	-	-190 MGM	paraguay @ bolivia	1h_away_total	o 0.5	-200/154	-	-190/130	-	-	-	-	-	-
-4.0	-	-1800 FD	northern ireland @ slovenia	away_corners	u 7.5	730/-1800	-	-	-	950/-2247	-	-	-	-
-4.0	-	-1400 MGM	northern ireland @ slovenia	1h_home_total	u 1.5	840/-1600	-	700/-1400	-	800/-1499	-	-	-	-
-4.0	-	-160 PB	northern ireland @ slovenia	1h_corners	o 3.5	-	-170/+125	-190/125	-	-160/115	-	-	-	-
-4.0	-	-400 PB	malta @ ukraine	corners	o 6.5	-430/290	-	-550/320	-	-400/260	-	-435/295	-	-
-4.0	-	-300 MGM	malta @ ukraine	1h_home_total	u 1.5	240/-340	-	195/-300	-	230/-325	-	-	-	-
-4.0	-	-190 PB	malta @ ukraine	1h_corners	o 3.5	-	-	-225/145	-	-190/135	-	-	-	-
-4.0	-	145 MGM	lithuania @ hungary	2h_away_corners	o 1.5	-	-	145/-225	-	130/-180	-	-	-	-
-4.0	-6.2	-130 DK	haverfordwest @ penybont	total	u 2.5	100/-140	-105/-130	100/-145	'+113/-148	-	103/-125	-	1.0 - 2.7 - 3.7	1.3 - 1.4 - 2.8
-4.0	-3.2	130 BV	haverfordwest @ penybont	spread	u 0.5	-	-165/+120	-	-172/+130	-	-152/123	-	-	-
-4.0	-4.0	140 FD	ecuador @ colombia	1h_total	u 0.5	-180/140	-	-175/125	-	-	-160/139	-	-	-
-4.0	-	-650 MGM	cayman islands @ virgin islands	1h_total	u 2.5	460/-750	-	400/-650	-	-	-	-	-	-
-4.0	-	100 MGM	ad municipal liberia @ santos de guapiles	total	u 2.5	-126/-108	-	-140/100	-	-	-	-	-	-
-4.1	-	-2000 MGM	venezuela @ chile	total	u 4.5	1000/-2000	-	800/-2000	-	-	-	-	-	-
-4.1	-	-20000 FD	venezuela @ chile	home_total	u 3.5	2000/-20000	-	2000/-25000	-	-	-	-	-	-
-4.1	-	-1400 MGM	venezuela @ chile	home_total	u 2.5	800/-1800	-	675/-1400	-	-	-	-	-	-
-4.1	-	-1100 MGM	venezuela @ chile	away_total	u 2.5	680/-1400	-	575/-1100	-	-	-	-	-	-
-4.1	-	-118 FD	uruguay @ brazil	1h_home_total	u 0.5	-108/-118	-	-110/-130	-	-	-	-	-	-
-4.1	-	-2400 FD	serbia @ montenegro	corners	u 13.5	830/-2400	-	-	-	1100/-3497	-	-	-	-
-4.1	-	230 MGM	san marino @ denmark	corners	u 9.5	-260/182	-	-375/230	-	-	-	-305/215	-	-
-4.1	-	-132 FD	paraguay @ bolivia	away_corners	u 6.5	100/-132	-	100/-150	-	-	-	-	-	-
-4.1	-	-2000 MGM	northern ireland @ slovenia	total	u 4.5	850/-2500	'+1000/-2500	900/-2000	-	1100/-2994	-	1000/-2500	-	-
-4.1	-	-1199 PB	northern ireland @ slovenia	spread	u -1.5	-	'+700/-1800	-	-	650/-1199	-	750/-1115	-	-
-4.1	-	-2000 FD	northern ireland @ slovenia	1h_total	u 2.5	1100/-2000	-	900/-2500	-	1100/-2500	-	1000/-2500	-	-
-4.1	-	-2400 FD	northern ireland @ slovenia	1h_away_total	u 1.5	1140/-2400	-	-	-	1100/-2500	-	-	-	-
-4.1	-	-3000 MGM	lithuania @ hungary	2h_total	u 3.5	-	-	1000/-3000	-	1300/-3497	-	1150/-3335	-	-
-4.1	-	-230 PB	england @ italy	2h_corners	o 3.5	-	-	-275/175	-	-230/155	-	-	-	-
-4.1	-	-125 PB	england @ italy	1h_away_total	o 0.5	-128/100	-	-	-	-125/-105	-	-134/102	-	-
-4.1	-	-5000 MGM	ecuador @ colombia	away_total	u 3.5	1500/-7000	-	1300/-5000	-	-	-	-	-	-
-4.1	-4.1	-900 MGM	ecuador @ colombia	1h_btts	u 	-	-	475/-900	-	-	588/-1084	-	-	-
-4.1	-	-650 MGM	ad municipal liberia @ santos de guapiles	total	u 4.5	450/-850	-	400/-650	-	-	-	-	-	-
-4.2	-	-145 MGM	venezuela @ chile	away_corners	u 4.5	116/-154	-	-105/-145	-	-	-	-	-	-
-4.2	-4.1	-275 MGM	uruguay @ brazil	total	o 1.5	-290/215	-	-275/190	-	-	-271/225	-	-	-
-4.2	-	-2500 MGM	uruguay @ brazil	home_total	u 3.5	1100/-4000	-	950/-2500	-	-	-	-	-	-
-4.2	-	-700 MGM	serbia @ montenegro	total	u 4.5	500/-900	'+475/-700	425/-700	-	475/-899	-	480/-715	-	-
-4.2	-	-1000 MGM	paraguay @ bolivia	1h_total	u 2.5	630/-1250	-	550/-1000	-	-	-	-	-	-
-4.2	-	-1000 MGM	northern ireland @ slovenia	home_total	u 2.5	630/-1200	'+650/-1200	575/-1000	-	600/-1099	-	650/-1115	-	-
-4.2	-	-10000 PB	northern ireland @ slovenia	2h_home_total	u 2.5	-	-	1750/-12500	-	2200/-10000	-	-	-	-
-4.2	-	-400 MGM	malta @ ukraine	total	o 1.5	-450/275	-450/+330	-400/275	-	-450/290	-	-435/310	-	-
-4.2	-	-1499 PB	malta @ ukraine	home_total	u 4.5	900/-2500	'+750/-1600	-	-	800/-1499	-	850/-1667	-	-
-4.2	-	-240 PB	malta @ ukraine	2h_corners	o 3.5	-	-	-275/185	-	-240/160	-	-	-	-
-4.2	-	-900 MGM	lithuania @ hungary	total	u 4.5	550/-1200	'+600/-1000	525/-900	-	600/-1199	-	575/-1000	-	-
-4.2	-	115 PB	lithuania @ hungary	home_corners	o 6.5	108/-142	'+115/-155	100/-145	-	115/-160	-	102/-136	-	-
-4.2	-	-270 BV	haverfordwest @ penybont	total	o 1.5	-290/200	-340/+230	-300/195	-270/+200	-	-	-	1.0 - 2.7 - 3.7	1.3 - 1.4 - 2.8
-4.2	-4.2	-105 BV	haverfordwest @ penybont	spread	u 0.25	-	-	-	-125/-105	-	-113/-105	-	-	-
-4.2	-	-3000 MGM	ecuador @ colombia	home_total	u 2.5	1200/-4500	-	1150/-3000	-	-	-	-	-	-
-4.2	-	-125 FD	deportivo saprissa @ puntarenas	home_total	o 0.5	-125/-102	-140/-105	-	-	-	-	-	-	-
-4.3	-	-225 MGM	venezuela @ chile	home_total	o 0.5	-235/180	-	-225/160	-	-	-	-	-	-
-4.3	-8.2	120 MGM	uruguay @ brazil	corners	u 7.5	-138/106	-	-185/120	-	-	-156/123	-	-	-
-4.3	-	-20000 FD	sporting sj @ municipal grecia	1h_home_total	u 2.5	8000/-20000	-	-	'+1900/-20000	-	-	-	-	-
-4.3	-	-550 BV	sporting sj @ municipal grecia	1h_away_total	u 1.5	390/-650	-	-	'+370/-550	-	-	-	-	-
-4.3	-	-255 DK	serbia @ montenegro	total	u 3.5	200/-300	'+200/-255	188/-275	-	200/-310	-	200/-265	-	-
-4.3	-	-225 MGM	san marino @ denmark	1h_total	o 1.5	-	-	-225/160	-	-	-	-250/175	-	-
-4.3	-5.0	-400 MGM	paraguay @ bolivia	total	o 1.5	-450/310	-	-400/270	-	-	-379/301	-	-	-
-4.3	-4.3	-800 MGM	paraguay @ bolivia	1h_btts	u 	-	-	475/-800	-	-	531/-940	-	-	-
-4.3	-	-2000 MGM	panama @ guatemala	1h_total	u 2.5	980/-2000	-	800/-2000	-	-	-	-	-	-
-4.3	-	-375 PB	northern ireland @ slovenia	corners	o 6.5	-450/290	-	-500/275	-	-375/240	-	-400/270	-	-
-4.3	-	-2500 PB	northern ireland @ slovenia	1h_spread	o 1.5	-	-	-	-	-2500/1100	-	-2500/1100	-	-
-4.3	-	-650 MGM	malta @ ukraine	total	u 4.5	450/-800	'+450/-700	400/-650	-	425/-800	-	480/-715	-	-
-4.3	-	-245 DK	malta @ ukraine	total	u 3.5	200/-300	'+190/-245	175/-250	-	185/-280	-	200/-265	-	-
-4.3	-	-2000 MGM	malta @ ukraine	2h_total	u 3.5	-	-	825/-2000	-	1000/-2000	-	950/-2500	-	-
-4.3	-	115 DK	lithuania @ hungary	spread	u 1.5	-	-155/+115	-150/105	-	-140/105	-	-136/114	-	-
-4.3	-	-1200 MGM	england @ italy	total	u 4.5	650/-1600	'+700/-1400	650/-1200	-	750/-1499	-	750/-1430	-	-
-4.3	-	100 DK	england @ italy	2h_corners	o 4.5	-	'+100/-135	-120/-130	-	-105/-135	-	-	-	-
-4.3	-	125 PB	england @ italy	1h_spread	o -0.5	-	-	-	-	125/-165	-	110/-162	-	-
-4.3	-	122 FD	ecuador @ colombia	home_total	u 0.5	-156/122	-	-155/110	-	-	-	-	-	-
-4.3	-	-138 FD	ecuador @ colombia	away_corners	o 4.5	-138/104	-	-155/105	-	-	-	-	-	-
-4.4	-	-10000 MGM	venezuela @ chile	away_total	u 3.5	1700/-10000	-	1700/-10000	-	-	-	-	-	-
-4.4	-4.4	-210 MGM	uruguay @ brazil	1h_dnb	u 	-	-	150/-210	-	-	168/-219	-	-	-
-4.4	-	-1800 BV	sporting sj @ municipal grecia	home_total	u 2.5	900/-2500	-	-	'+900/-1800	-	-	-	-	-
-4.4	-	-2500 MGM	serbia @ montenegro	total	o 0.5	-3300/900	-5000/+1200	-2500/950	-	-2500/1000	-	-3335/1200	-	-
-4.4	-	-175 MGM	serbia @ montenegro	1h_away_total	o 0.5	-182/142	-	-175/120	-	-180/140	-	-	-	-
-4.4	-	-1200 MGM	peru @ argentina	away_total	u 1.5	700/-1450	-	625/-1200	-	-	-	-	-	-
-4.4	-4.4	-700 MGM	paraguay @ bolivia	1h_dnb	o 	-	-	-700/425	-	-	-803/474	-	-	-
-4.4	-	129 FD	panama @ guatemala	total	o 2.5	129/-173	-	115/-165	-	-	-	-	-	-
-4.4	-	-1099 PB	malta @ ukraine	home_corners	u 9.5	660/-1450	-	-	-	550/-1099	-	-	-	-
-4.4	-	-625 PB	malta @ ukraine	home_corners	u 8.5	430/-750	-	-	-	350/-625	-	-	-	-
-4.4	-	100 DK	lithuania @ hungary	corners	u 8.5	-118/-112	-130/+100	-130/-115	-	-130/-110	-	-137/102	-	-
-4.4	-	-900 MGM	lithuania @ hungary	away_total	u 1.5	560/-1000	'+550/-1000	525/-900	-	600/-1099	-	600/-1000	-	-
-4.4	-	-255 DK	haverfordwest @ penybont	away_total	u 1.5	-	'+180/-255	-	'+200/-270	-	-	-	1.0 - 2.7 - 3.7	1.3 - 1.4 - 2.8
-4.4	-	-2400 FD	guyana @ puerto rico	total	o 0.5	-2400/1140	-	-3000/1050	-	-	-	-	-	-
-4.4	-4.8	-900 MGM	ecuador @ colombia	total	o 0.5	-1100/590	-	-900/500	-	-	-789/572	-	-	-
-4.4	-	-185 BV	caernarfon @ aberystwyth	home_total	o 0.5	-	-190/+140	-	-185/+140	-	-	-210/150	1.6 - 1.8 - 3.3	0.6 - 1.4 - 2.0
-4.5	-7.1	-180 FD	venezuela @ chile	corners	o 7.5	-180/132	-	-225/145	-	-	-173/134	-	-	-
-4.5	-	-4500 FD	uruguay @ brazil	total	u 5.5	1800/-4500	-	1350/-5000	-	-	-	-	-	-
-4.5	-	-3497 PB	serbia @ montenegro	away_total	u 4.5	1300/-5000	'+1100/-5000	-	-	1300/-3497	-	1300/-3335	-	-
-4.5	-	-215 DK	serbia @ montenegro	away_total	u 2.5	180/-235	'+165/-215	160/-225	-	165/-225	-	170/-235	-	-
-4.5	-	-102 FD	serbia @ montenegro	away_corners	o 5.5	-102/-132	-125/-110	-115/-130	-	-105/-135	-	100/-134	-	-
-4.5	-	-300 MGM	serbia @ montenegro	2h_corners	u 5.5	-	-	190/-300	-	225/-350	-	-	-	-
-4.5	-	-2500 DK	san marino @ denmark	total	u 8.5	-	'+1000/-2500	-	-	-	-	1050/-3335	-	-
-4.5	-	140 DK	san marino @ denmark	total	o 5.5	125/-175	'+140/-175	120/-165	-	-	-	143/-180	-	-
-4.5	-	125 FD	san marino @ denmark	total	u 4.5	-175/125	-150/+120	-160/115	-	-	-	-150/120	-	-
-4.5	-	-400 MGM	san marino @ denmark	2h_total	o 1.5	-	-	-400/270	-	-	-	-455/295	-	-
-4.5	-7.7	-176 FD	peru @ argentina	corners	u 9.5	130/-176	-	145/-225	-	-	129/-166	-	-	-
-4.5	-3.3	-215 FD	paraguay @ bolivia	1h_total	u 1.5	168/-215	-	160/-225	-	-	184/-217	-	-	-
-4.5	-	-800 PB	northern ireland @ slovenia	corners	o 5.5	-1000/520	-	-	-	-800/425	-	-	-	-
-4.5	-	-105 PB	northern ireland @ slovenia	2h_home_total	o 0.5	-	-	-115/-125	-	-105/-125	-	-	-	-
-4.5	-	-155 MGM	malta @ ukraine	home_total	u 2.5	132/-170	'+115/-155	110/-155	-	120/-160	-	123/-167	-	-
-4.5	-	-125 PB	malta @ ukraine	2h_total	u 1.5	-	-	-105/-135	-	-105/-125	-	-103/-137	-	-
-4.5	-	-250 MGM	lithuania @ hungary	home_total	u 2.5	215/-290	'+190/-255	175/-250	-	190/-260	-	188/-250	-	-
-4.5	-	-165 DK	lithuania @ hungary	home_total	o 1.5	-170/132	-165/+125	-175/125	-	-170/130	-	-180/135	-	-
-4.5	-	-2000 FD	lithuania @ hungary	corners	o 4.5	-2000/750	-	-	-	-2247/950	-	-	-	-
-4.5	-	-400 MGM	lithuania @ hungary	2h_total	o 0.5	-	-	-400/270	-	-425/300	-	-455/295	-	-
-4.5	-	-1200 MGM	lithuania @ hungary	1h_total	u 2.5	750/-1450	-	600/-1200	-	700/-1250	-	650/-1250	-	-
-4.5	-	-450 MGM	lithuania @ hungary	1h_home_total	u 1.5	350/-550	-	280/-450	-	310/-450	-	-	-	-
-4.5	-	-1600 MGM	england @ italy	1h_total	u 2.5	870/-1600	-	725/-1600	-	850/-1664	-	800/-1667	-	-
-4.5	-	-225 MGM	deportivo saprissa @ puntarenas	total	u 3.5	178/-260	'+165/-250	155/-225	-	-	-	-	-	-
-4.5	-	-3000 FD	deportivo saprissa @ puntarenas	total	o 0.5	-3000/790	-	-5000/1150	-	-	-	-	-	-
-4.5	-	-1000 MGM	ad municipal liberia @ santos de guapiles	1h_total	u 2.5	620/-1100	-	550/-1000	-	-	-	-	-	-
-4.6	-	-360 FD	venezuela @ chile	corners	o 6.5	-360/245	-	-450/260	-	-	-	-	-	-
-4.6	-	-550 MGM	uruguay @ brazil	home_total	u 2.5	390/-590	-	333/-550	-	-	-	-	-	-
-4.6	-	-625 PB	serbia @ montenegro	1h_btts	u 	-	-	425/-700	-	400/-625	-	430/-715	-	-
-4.6	-	-2500 MGM	san marino @ denmark	1h_btts	u 	-	-	950/-2500	-	-	-	1050/-2500	-	-
-4.6	-5.8	225 FD	paraguay @ bolivia	1h_total	u 0.5	-310/225	-	-275/190	-	-	-263/221	-	-	-
-4.6	-	-900 MGM	northern ireland @ slovenia	total	o 0.5	-1000/500	-1100/+600	-900/525	-	-1099/550	-	-1115/600	-	-
-4.6	-	-2000 PB	northern ireland @ slovenia	away_total	u 2.5	1000/-3000	'+850/-2500	-	-	1000/-2000	-	950/-2000	-	-
-4.6	-	-2000 MGM	lithuania @ hungary	total	o 0.5	-2500/850	-3000/+1000	-2000/875	-	-2000/900	-	-2500/1000	-	-
-4.6	-	-140 PB	lithuania @ hungary	spread	o 1.5	-	-155/+115	-150/105	-	-140/105	-	-136/114	-	-
-4.6	-	-1200 MGM	lithuania @ hungary	2h_home_total	u 2.5	-	-	625/-1200	-	700/-1250	-	-	-	-
-4.6	-4.6	135 BV	haverfordwest @ penybont	1h_spread	u 0.25	-	-	-	-180/+135	-	-163/129	-	-	-
-4.6	-	-190 FD	england @ italy	corners	u 9.5	140/-190	-	130/-200	-	150/-220	-	150/-240	-	-
-4.6	-	130 MGM	england @ italy	1h_corners	u 3.5	-	-	-200/130	-	-170/120	-	-165/112	-	-
